Bof_20200828
ANALYTICDATE	CURRENCY	CURVE_PILLAR	CURVE_PILLAR_MAT	POSITIONID_FE	DELTA	GAMMA	INSTRUMENT_FE	PORTFOLIOID_FE	REF_DATE	RISK_NATURE	UND_CCY	UNDERLYINGID_FE	UND_MARKET	TBRICKS_INSTRUMENT_ID	DIVIDEND_SENS
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | TWITTER INC USD | XNYS | Virtu	0	0	TWITTER INC USD	SYST_VOL	2020-08-28	GrandTotal				5b24ccee-1f2e-11e9-a2d0-b3645e528b7a	
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | MEDTRONIC PLC | XNYS | Reuters Elektron	0	0	MEDTRONIC PLC	SYST_VOL	2020-08-28	GrandTotal				5ad13bba-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | BASF | ETLX | EuroTLX Equities	530	0	BASF	EQ-TLX	2020-08-28	GrandTotal				efa3354e-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | BASF | XETR | Xetra T7	-530	0	BASF	EQ-TLX	2020-08-28	GrandTotal				efa3354e-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | BANCO SANTANDER | ETLX | EuroTLX Equities	2770	0	BANCO SANTANDER	EQ-TLX	2020-08-28	GrandTotal				efa40a8c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | BANCO SANTANDER | XETR | Xetra T7	-1270	0	BANCO SANTANDER	EQ-TLX	2020-08-28	GrandTotal				efa40a8c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | THYSSENKRUPP | XETR | Xetra T7	10070	0	THYSSENKRUPP	EQ-TLX	2020-08-28	GrandTotal				efa1f576-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			AA | EUR | Equities | Options | Call | OPT_CERT SD3E NOV25 BDT CALL50 5Y - 4791 | 24 NOV 23 | C | E | 952.7500000000 | XXXX | Internal	-187.06990913879517	-0.11373929830823412	OPT_CERT SD3E NOV25 BDT CALL50 5Y - 4791	AA	2020-08-28	GrandTotal				bc1b884a-9e9d-11ea-a0a0-6b77645bee53	3115.9453071571925
2020-08-28	EUR			EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | PRI | MTAA | BIT MTA	2402	0	PRI	EQ1-CASH	2020-08-28	GrandTotal				efa0efaa-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | LD | MTAA | BIT MTA	2353	0	LD	EQ1-CASH	2020-08-28	GrandTotal				ef9e5ccc-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | VLS | MTAA | BIT MTA	2334	0	VLS	EQ1-CASH	2020-08-28	GrandTotal				efa2331a-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | BSS | MTAA | BIT MTA	17957	0	BSS	EQ1-CASH	2020-08-28	GrandTotal				ef9e3e68-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | ENDESA | XMAD | Virtu	-500	0	ENDESA	EQ-TLX	2020-08-28	GrandTotal				343e1bbc-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | EBAY EUR | ETLX | EuroTLX Equities	34	0	EBAY EUR	EQ-TLX	2020-08-28	GrandTotal				e359e1e2-1f2b-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			VOLA_STRAT | EUR | Equities | Options | Call | SGE 202012 C 16 | 18 DEC 20 | C | A | 16.0000000000 | XEUR | Eurex NTA	24975.524885033265	8532.751429829528	SGE 202012 C 16	VOLA_STRAT	2020-08-28	GrandTotal				e0d04268-39b6-11e9-aa00-490041a9bcec	0
2020-08-28	EUR			IPO_US | EUR | Equities | Equities | Common/Ordinary shares | SL | MTAA | BIT MTA	0	0	SL	IPO_US	2020-08-28	GrandTotal				8ee6d892-1a73-11ea-831f-a6db3c870c3e	
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E DEC21 P90 - 3683 | 21 FEB 22 | P | E | 2636.2440000000 | XXXX | Internal	-10.076217721909215	0.013744189097479483	OPT_SX5E DEC21 P90 - 3683	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bb6f18e4-9e9d-11ea-a0a0-6b77645bee53	85.60297811771417
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | WFD UNIBAI | MTAH | BIT MTA	-17827	0	WFD UNIBAI	MTAINT	2020-08-28	GrandTotal				ef9f632e-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			EQ-TLX | USD | Equities | Equities | Common/Ordinary shares | COMCAST USD | XCIS | Virtu	200	0	COMCAST USD	EQ-TLX	2020-08-28	GrandTotal				5aa04532-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | EXXON MOBIL EUR | XETR | Xetra T7	1472	0	EXXON MOBIL EUR	EQ-TLX	2020-08-28	GrandTotal				e359ee26-1f2b-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | ETLX | EuroTLX Equities	3428	0	DEUTSCHE BANK	EQ-TLX	2020-08-28	GrandTotal				efa3973c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | APPLE EUR | ETLX | EuroTLX Equities	236	0	APPLE EUR	EQ-TLX	2020-08-28	GrandTotal				ef9ef66e-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | AXA | ETLX | EuroTLX Equities	-6225	0	AXA	EQ-TLX	2020-08-28	GrandTotal				efa1213c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			STRATEGIC | EUR | Equities | Equities | Common/Ordinary shares | CNHI | MTAA | BIT MTA	0	0	CNHI	STRATEGIC	2020-08-28	GrandTotal				efa48962-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | AT&T USD | XNYS | Reuters Elektron	5000	0	AT&T USD	STRATEGIC	2020-08-28	GrandTotal				5b264420-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			STRATEGIC | EUR | Equities | Options | Call | NOA3 202112 C 8 | 17 DEC 21 | C | A | 8.0000000000 | XEUR | Eurex NTA	0	0	NOA3 202112 C 8	STRATEGIC	2020-08-28	GrandTotal				fa0c10b8-1f30-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E APR22 PATM - 3727 | 28 APR 22 | P | E | 3028.2100000000 | XXXX | Internal	69.20413004482832	-0.080355487689928	OPT_SX5E APR22 PATM - 3727	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bb787d1c-9e9d-11ea-a0a0-6b77645bee53	-641.2918990221038
2020-08-28	EUR			BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | UCG | MTAA | BIT MTA	245453	0	UCG	BASKETRADING	2020-08-28	GrandTotal				efa29670-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | CRES | MTAA | BIT MTA	9972	0	CRES	EQ1-CASH	2020-08-28	GrandTotal				efa2b51a-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | DANONE | XPAR | Euronext Optiq	-2000	0	DANONE	EQ-TLX	2020-08-28	GrandTotal				ef9c3190-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | BAY | ETLX | EuroTLX Equities	25	0	BAY	EQ-TLX	2020-08-28	GrandTotal				efa18f50-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			STRATEGIC | EUR | Equities | Futures | Financial Futures | FESB 202009 | SEP 20 | XEUR | Eurex NTA	0	0	FESB 202009	STRATEGIC	2020-08-28	GrandTotal				4997fdf0-254c-11ea-af50-2dba816f6810	0
2020-08-28	EUR			BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | RACE | MTAA | BIT MTA	13959	0	RACE	BASKETRADING	2020-08-28	GrandTotal				ef9cb782-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | ENI | MTAA | BIT MTA	279876	0	ENI	BASKETRADING	2020-08-28	GrandTotal				ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | BPE | MTAA | BIT MTA	42580	0	BPE	BASKETRADING	2020-08-28	GrandTotal				efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | BNP | XPAR | Euronext Optiq	-270	0	BNP	EQ-TLX	2020-08-28	GrandTotal				efa08740-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			SPMIB | USD | Equities | Equities | Common/Ordinary shares | Canopy Growth Corp | XNYS | Virtu	0	0	Canopy Growth Corp	SPMIB	2020-08-28	GrandTotal				4de6e513-727c-11ea-187a-fadc422fa991	
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | MEOG | ETLX | EuroTLX Equities	-500	0	MEOG	EQ-TLX	2020-08-28	GrandTotal				e33e33e8-1f2b-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | KROGER CO | XNYS | Virtu	-1000	0	KROGER CO	STRATEGIC	2020-08-28	GrandTotal				5b18f8ec-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			STRATEGIC | EUR | Equities | Futures | Financial Futures | FDAX 202009 | SEP 20 | XEUR | Eurex NTA	0	0	FDAX 202009	STRATEGIC	2020-08-28	GrandTotal				4997833e-254c-11ea-af50-2dba816f6810	
2020-08-28	USD			STRATEGIC | USD | Equities | Options | Call | XOM Jan1 90.0 C | 15 JAN 21 | C | A | 90.0000000000 | OPRA | Reuters Elektron	0	0	XOM Jan1 90.0 C	STRATEGIC	2020-08-28	GrandTotal				8b4ceb08-da2d-11e9-9760-8a207b9aee4f	0
2020-08-28	USD			STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | CATERPILLAR USD | XNYS | Virtu	0	0	CATERPILLAR USD	STRATEGIC	2020-08-28	GrandTotal				2503660c-514c-11e9-b8d0-ec23cf8de3db	0
2020-08-28	USD			STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | BANK NY MELLON | XNYS | Virtu	0	0	BANK NY MELLON	STRATEGIC	2020-08-28	GrandTotal				5a765114-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | Pinterest | XNYS | Virtu	0	0	Pinterest	STRATEGIC	2020-08-28	GrandTotal				7ffbc816-3844-11ea-3c2f-77d4559f55be	
2020-08-28	USD			SPMIB | USD | Equities | Equities | Common/Ordinary shares | Aurora Cannabis | XNYS | Virtu	0	0	Aurora Cannabis	SPMIB	2020-08-28	GrandTotal				1310422f-33ae-11ea-3e50-4399b127fdaa	
2020-08-28	USD			SPMIB | USD | Equities | Equities | Common/Ordinary shares | Aspen Aerogels Inc | XNYS | Reuters Elektron	5000	0	Aspen Aerogels Inc	SPMIB	2020-08-28	GrandTotal				5a0d06bc-cff9-11e9-7e81-53afc1595aa4	
2020-08-28	EUR			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | ATL | MTAA | BIT MTA	0	0	ATL	SYST_VOL	2020-08-28	GrandTotal				efa0e424-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	SEK			ALPHA_SHORT | SEK | Equities | Equities | Common/Ordinary shares | SECURITAS B | XSTO | Virtu	0	0	SECURITAS B	ALPHA_SHORT	2020-08-28	GrandTotal				5b1d62d8-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | FACEBOOK EUR | XETR | Xetra T7	-1109	0	FACEBOOK EUR	EQ-TLX	2020-08-28	GrandTotal				efa2ebd4-1f2a-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			STRATEGIC | EUR | Equities | Equities | Common/Ordinary shares | FOS | XAIM | BIT MTA	0	0	FOS	STRATEGIC	2020-08-28	GrandTotal				e5e40f34-100f-11ea-8670-14928b6a5c67	
2020-08-28	USD			STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | EXXON MOBIL USD | XNYS | Virtu	-16000	0	EXXON MOBIL USD	STRATEGIC	2020-08-28	GrandTotal				5a993f30-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | GENERAL MILLS | XNYS | Virtu	0	0	GENERAL MILLS	STRATEGIC	2020-08-28	GrandTotal				5a747628-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | UTDI | XETR | Reuters Elektron	0	0	UTDI	RISK_ARB	2020-08-28	GrandTotal				e33a9c1a-1f2b-11e9-a2d0-b3645e528b7a	0
2020-08-28	HKD			SYST_VOL | HKD | Equities | Equities | Common/Ordinary shares | Hua Hong | XHKG | Reuters Elektron	0	0	Hua Hong	SYST_VOL	2020-08-28	GrandTotal				70bd785d-8637-11ea-afe7-4d618829edb5	0
2020-08-28	CHF			SYST_VOL | CHF | Equities | Equities | Common/Ordinary shares | STRAUMANN HLD N | XSWX | Reuters Elektron	0	0	STRAUMANN HLD N	SYST_VOL	2020-08-28	GrandTotal				5ae52076-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E FEB22 CATM PKB - 3328 | 14 FEB 22 | C | E | 3488.0800000000 | XXXX | Internal	28.266011123699858	0.0389787030063645	OPT_SX5E FEB22 CATM PKB - 3328	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bb135d06-9e9d-11ea-a0a0-6b77645bee53	-239.85092013603702
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX6E JUN22 PATM - 3811 | 28 JUN 22 | P | E | 250.2600000000 | XXXX | Internal	17.376588992606134	-0.2465649412953592	OPT_SX6E JUN22 PATM - 3811	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bb865a68-9e9d-11ea-a0a0-6b77645bee53	-158.5331867828149
2020-08-28	GBP			SYST_VOL | GBP | Equities | Equities | Common/Ordinary shares | TI FLUID | XLON | LSE Millennium	0	0	TI FLUID	SYST_VOL	2020-08-28	GrandTotal				5ad5c806-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	CHF			SYST_VOL | CHF | Equities | Equities | Common/Ordinary shares | PSP CH PRPTY N | XSWX | Reuters Elektron	0	0	PSP CH PRPTY N	SYST_VOL	2020-08-28	GrandTotal				5ae098a8-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | ABBVIE | XNYS | Virtu	0	0	ABBVIE	SYST_VOL	2020-08-28	GrandTotal				65df8370-6b39-11e9-8c20-03883f21236d	0
2020-08-28	EUR			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | LVMH | XPAR | Euronext Optiq	0	0	LVMH	SYST_VOL	2020-08-28	GrandTotal				efa01314-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ASML | MTAH | BIT MTA	-116	0	ASML	MTAINT	2020-08-28	GrandTotal				efa37c20-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | PUM | XETR | Xetra T7	0	0	PUM	SYST_VOL	2020-08-28	GrandTotal				ef9c72b8-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | FAU | XPAR | Euronext Optiq	0	0	FAU	SYST_VOL	2020-08-28	GrandTotal				6e45c74a-1f2b-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 1Y FLOOR - 5332 | 20 NOV 20 | C | E | .0001000000 | XXXX | Internal	-3058.3039440000002	0	OPT_EPC SD3E NOV26 CNP 1Y FLOOR - 5332	AA	2020-08-28	GrandTotal				bc8cd2c0-9e9d-11ea-a0a0-6b77645bee53	2268.0200160436248
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX6E JUN22 P90 - 3811 | 28 JUN 22 | P | E | 225.2340000000 | XXXX | Internal	-11.220094978552368	0.1716152313612351	OPT_SX6E JUN22 P90 - 3811	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bb87756a-9e9d-11ea-a0a0-6b77645bee53	102.37380507893525
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E JAN24 CCAP - 4855 | 24 JAN 24 | C | E | 4739.1450000000 | XXXX | Internal	-8.950940633038261	-0.01885718862524498	OPT_SX5E JAN24 CCAP - 4855	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bc44a96e-9e9d-11ea-a0a0-6b77645bee53	200.2233117750498
2020-08-28	EUR			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | EUSKALTEL/AC 3,00 | XMAD | Reuters Elektron	0	0	EUSKALTEL/AC 3,00	SYST_VOL	2020-08-28	GrandTotal				5a60cd44-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | BANK OF AMERICA USD | XNYS | Virtu	0	0	BANK OF AMERICA USD	SYST_VOL	2020-08-28	GrandTotal				250141f6-514c-11e9-b8d0-ec23cf8de3db	0
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | FACEBOOK EUR | ETLX | EuroTLX Equities	90	0	FACEBOOK EUR	MTAINT	2020-08-28	GrandTotal				efa2ebd4-1f2a-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | DFV | XETR | Xetra T7	0	0	DFV	SYST_VOL	2020-08-28	GrandTotal				e3647936-1f2b-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | SAP | MTAH | BIT MTA	-1021	0	SAP	MTAINT	2020-08-28	GrandTotal				ef9db89e-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			AA | EUR | Equities | Options | Put | OEDV 202312 P 1900 | 15 DEC 23 | P | E | 1900.0000000000 | XEUR | Eurex NTA	907.3873465011933	-0.4555170809038572	OEDV 202312 P 1900	AA	2020-08-28	GrandTotal				ff76b74c-1f30-11e9-a2d0-b3645e528b7a	-15192.291075995854
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E FEB22 PATM PKB - 3328 | 14 FEB 22 | P | E | 3488.0800000000 | XXXX | Internal	43.406663876300144	-0.0389787030063645	OPT_SX5E FEB22 PATM PKB - 3328	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bb17f992-9e9d-11ea-a0a0-6b77645bee53	-368.68929294012156
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | SPIRIT AEROSYSTEMS HOLDINGS INC | XNYS | Reuters Elektron	0	0	SPIRIT AEROSYSTEMS HOLDINGS INC	SYST_VOL	2020-08-28	GrandTotal				c461fbc0-56b8-11e9-b970-658c421d7d67	0
2020-08-28	GBP			SYST_VOL | GBP | Equities | Equities | Common/Ordinary shares | NMC HEALTH | XLON | LSE Millennium	0	0	NMC HEALTH	SYST_VOL	2020-08-28	GrandTotal				5a3a6302-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | Silvergate | XNYS | Virtu	0	0	Silvergate	SYST_VOL	2020-08-28	GrandTotal				1ca0b066-11e4-11ea-f0ea-58d1a9e917b3	
2020-08-28	EUR			SCALPING | EUR | Equities | Equities | Common/Ordinary shares | BAMI | MTAA | BIT MTA	0	0	BAMI	SCALPING	2020-08-28	GrandTotal				ef9d1268-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			TEAM_STRAT | EUR | Equities | Equities | Common/Ordinary shares | SANOFI | XPAR | Euronext Optiq	0	0	SANOFI	TEAM_STRAT	2020-08-28	GrandTotal				efa3e2d2-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			AA | EUR | Equities | Options | Call | OPT_SD3E MAY25 CCAP - 4542 | 28 MAY 25 | C | E | 2653.5040000000 | XXXX | Internal	99.71412704622506	0.6169156259459352	OPT_SD3E MAY25 CCAP - 4542	AA	2020-08-28	GrandTotal				bbefad4c-9e9d-11ea-a0a0-6b77645bee53	-2574.341353292973
2020-08-28	EUR			AA | EUR | Equities | Options | Call | OESX 202112 C 3000 | 17 DEC 21 | C | E | 3000.0000000000 | XEUR | Eurex NTA	656.1979549110395	0.4422192065329441	OESX 202112 C 3000	AA	2020-08-28	GrandTotal				f383704c-1f30-11e9-a2d0-b3645e528b7a	-5276.419950068885
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | AIMMUNE THERAPE | XNAS | Virtu	0	0	AIMMUNE THERAPE	SYST_VOL	2020-08-28	GrandTotal				5a764098-1f2e-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | RWE | XETR | Xetra T7	0	0	RWE	SYST_VOL	2020-08-28	GrandTotal				efa3419c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			TEAM_STRAT | EUR | Equities | Equities | Common/Ordinary shares | REMY COINTREAU | XPAR | Euronext Optiq	-1000	0	REMY COINTREAU	TEAM_STRAT	2020-08-28	GrandTotal				6e46427e-1f2b-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			AA | EUR | Equities | Options | Put | OPT_EPC SD3E SEP24 PATM - 4694 | 09 SEP 24 | P | E | 1958.8700000000 | XXXX | Internal	-3580.9863008286347	1.592068339968611	OPT_EPC SD3E SEP24 PATM - 4694	AA	2020-08-28	GrandTotal				bbfdb176-9e9d-11ea-a0a0-6b77645bee53	76891.02774519214
2020-08-28	EUR			VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SXKE SEP20 PATM - 3548 | 03 SEP 20 | P | E | 377.6100000000 | XXXX | Internal	1948.6242777	0	OPT_SXKE SEP20 PATM - 3548	VOL_STOCK_IDX_PR	2020-08-28	GrandTotal				bb2cc9d0-9e9d-11ea-a0a0-6b77645bee53	0
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron	0	0	NIKE INC CL USD	SYST_VOL	2020-08-28	GrandTotal				5a8a775c-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | ESTEE LAUDER | XNYS | Reuters Elektron	0	0	ESTEE LAUDER	SYST_VOL	2020-08-28	GrandTotal				5a5a9f6e-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			SYST_VOL | EUR | Equities | Options | Call | OESX 202012 C 3650 | 18 DEC 20 | C | E | 3650.0000000000 | XEUR | Eurex NTA	0	0	OESX 202012 C 3650	SYST_VOL	2020-08-28	GrandTotal				f381aeba-1f30-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			DM2 | EUR | Equities | Equities | Common/Ordinary shares | CRH PLC | XDUB | Reuters Elektron	0	0	CRH PLC	DM2	2020-08-28	GrandTotal				24fa2376-514c-11e9-b8d0-ec23cf8de3db	0
2020-08-28	USD			DM2 | USD | Equities | Equities | Common/Ordinary shares | JOHNSON JOHNSON USD | XNYS | Reuters Elektron	0	0	JOHNSON JOHNSON USD	DM2	2020-08-28	GrandTotal				5aff9a14-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			LONG_TERM | EUR | Equities | Equities | Common/Ordinary shares | ROYAL DUTCH SHELLA | XAMS | Euronext Optiq	0	0	ROYAL DUTCH SHELLA	LONG_TERM	2020-08-28	GrandTotal				6e47d652-1f2b-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			LONG_TERM | EUR | Equities | Equities | Common/Ordinary shares | AXA | XPAR | Euronext Optiq	0	0	AXA	LONG_TERM	2020-08-28	GrandTotal				efa1213c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			DM2 | EUR | Equities | Equities | Common/Ordinary shares | NOKIA | XPAR | Euronext Optiq	0	0	NOKIA	DM2	2020-08-28	GrandTotal				ef9f98c6-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			VOL_FVO_PRIMARIO | EUR | Equities | Options | Call | 0_EUR_SELDIV C 847.889 23 - 5655 | 27 APR 23 | C | E | 847.8890590000 | XXXX | Internal	-82.84120745675413	-0.032504936827805635	0_EUR_SELDIV C 847.889 23 - 5655	VOL_FVO_PRIMARIO	2020-08-28	GrandTotal				39e51c5a-8e31-11ea-82f0-16bc4e268204	1183.387289714264
2020-08-28	USD			VOL_FVO_PRIMARIO | USD | Equities | Options | Call | S&P500 C 2180.856 24 - 5799 | 25 JUL 24 | C | E | 2180.8557040000 | XXXX | Internal	-0.7570629886778606	-0.0001061753655628715	S&P500 C 2180.856 24 - 5799	VOL_FVO_PRIMARIO	2020-08-28	GrandTotal				4e701bf6-d5b3-11ea-a8a0-93c029c7371a	247.78862219519732
2020-08-28	EUR			VOL_FVO_PRIMARIO | EUR | Equities | Options | Call | 0_SDGP C 2203.06 27 - 5840 | 03 AUG 27 | C | E | 2203.0600000000 | XXXX | Internal	-282.665241124276	-0.354727841251374	0_SDGP C 2203.06 27 - 5840	VOL_FVO_PRIMARIO	2020-08-28	GrandTotal				7d9b3716-d67c-11ea-ae90-3399427603d8	14122.198808336247
2020-08-28	EUR			VOL_FVO_PRIMARIO | EUR | Equities | Options | Call | 0_EUR_BANK C 65.822 26 - 5609 | 25 MAR 26 | C | E | 65.8220420000 | XXXX | Internal	86.54633435863033	1.7747544658420937	0_EUR_BANK C 65.822 26 - 5609	VOL_FVO_PRIMARIO	2020-08-28	GrandTotal				23eb7126-73f4-11ea-8b40-9f5ca9b415b9	-275.6174762748157
