INSTRUMENTID_FE	REF_DATE	MARKET	RIC0	SYMBOL	SEDOL	MKT_SETTL_CONV	EXCHANGE_MARKET_CODE	FINAL_SETTLEMENT_DAYS	FIID	SSL_FEID	SSL_SNAPSHOT_DATE	MARKET_NAME	F_IS_PRIMARY
ENEL0I8 | 18 SEP 20 | C | A | 8.0000000000	20200831	XDMI	zc:I8J6	ENEL		1		2	O_8801cf28-ddc9-11e9-9eb0-e7766f5ef7bc_ENEL0I8 | 18 SEP 20 | C | A | 8.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
SD3E MAY25 C100 BOND | 06 MAY 25 | C | E | 1984.9900000000	20200831	XXXX	27526212			2		2	O_b2524098-7710-11e9-9400-98972329be46_SD3E MAY25 C100 BOND | 06 MAY 25 | C | E | 1984.9900000000_TBRX	TBRX	30200831	Internal	Y
ENEL2X5.20 | 16 DEC 22 | P | A | 5.2000000000	20200831	XXXX	zc:IRZ5	ENEL		1		2	O_988c36be-494d-11e9-9970-3027219c6795_ENEL2X5.20 | 16 DEC 22 | P | A | 5.2000000000_TBRX	TBRX	30200831	Internal	N
ENEL0U5.40 | 18 SEP 20 | P | A | 5.4000000000	20200831	XDMI	zc:IPJ6	ENEL		1		2	O_88a0ca88-ddc9-11e9-9eb0-e7766f5ef7bc_ENEL0U5.40 | 18 SEP 20 | P | A | 5.4000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
STXE 600 BNK PR	20200831	XEUR	.SX7P			2		2	L_S_7d17c3a6-5151-11e9-b8d0-ec23cf8de3db_STXE 600 BNK PR_TBRX	TBRX	30200831	Reuters Elektron	Y
IBKC	20200831	XNAS	USD:O:4:US4508281080	IBKC		2		2	L_S_c87b2f18-3167-11ea-0575-fb90db737694_IBKC_TBRX	TBRX	30200831	Virtu	N
CONTINENTAL	20200831	PROS		CONG-U		2		2	L_S_efa178b2-1f2a-11e9-a2d0-b3645e528b7a_CONTINENTAL_TBRX	TBRX	30200831	Proxy IMI	N
SEAGATE TECH	20200831	XLON	146218	STX		2		2	L_S_5a610f16-1f2e-11e9-a2d0-b3645e528b7a_SEAGATE TECH_TBRX	TBRX	30200831	LSE Millennium	N
TTWO	20200831	XLON	145822	TTWO		2		2	L_S_5a8722f0-1f2e-11e9-a2d0-b3645e528b7a_TTWO_TBRX	TBRX	30200831	LSE Millennium	N
TIT0I0.40 | 18 SEP 20 | C | A | .4000000000	20200831	XDMI	xJ:I2D6	TIT		1		2	O_880a0a62-ddc9-11e9-9eb0-e7766f5ef7bc_TIT0I0.40 | 18 SEP 20 | C | A | .4000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
CNHI0I6.40 | 18 SEP 20 | C | A | 6.4000000000	20200831	XDMI	t6:IYG3	CNHI		1		2	O_75a807e6-579c-11ea-9e80-7a2e2d6fbb3b_CNHI0I6.40 | 18 SEP 20 | C | A | 6.4000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
CHEWY INC	20200831	XNYS	USD:N:4:US16679L1098	CHWY		2		2	L_S_cf81934d-1766-11ea-cffa-0caee66f13b9_CHEWY INC_TBRX	TBRX	30200831	Virtu	N
OPT_EP3 G SEPT20 CALL100 - 3889 | 25 SEP 20 | C | E | 10.9200000000	20200831	XXXX	30678717	3889		2		2	O_bb9daf10-9e9d-11ea-a0a0-6b77645bee53_OPT_EP3 G SEPT20 CALL100 - 3889 | 25 SEP 20 | C | E | 10.9200000000_TBRX	TBRX	30200831	Internal	Y
HONEYWELL INTL	20200831	XNYS	HON.N	HON		2		2	L_S_5a63f9ba-1f2e-11e9-a2d0-b3645e528b7a_HONEYWELL INTL_TBRX	TBRX	30200831	Reuters Elektron	Y
I06178	20200831	SEDX	857722	I06178		2		2	L_S_d3c38ab6-5211-11ea-8640-38c7f938b954_I06178_TBRX	TBRX	30200831	BIT SEDEX	Y
OPT_SX7E MAR23 C132 - 4033 | 01 MAR 23 | C | E | 155.7732000000	20200831	XXXX	30678738	4033		2		2	O_bbb63a1c-9e9d-11ea-a0a0-6b77645bee53_OPT_SX7E MAR23 C132 - 4033 | 01 MAR 23 | C | E | 155.7732000000_TBRX	TBRX	30200831	Internal	Y
Osprey Technology Acquisition A	20200831	XNYS	USD:N:4:US68839R4011	SFTW_u		2		2	L_S_0188717a-fc90-11e9-2d5c-5ff4b45da19b_Osprey Technology Acquisition A_TBRX	TBRX	30200831	Virtu	N
GVS	20200831	MTAA	866012	GVS	BLFB167	2		2	L_S_a7b8e0a2-b1e7-11ea-bca0-c90b3d63bb19_GVS_TBRX	TBRX	30200831	BIT MTA	Y
KHC Jan1 32.5 C | 15 JAN 21 | C | A | 32.5000000000	20200831	OPRA	KHCA152103250.U	KHC		2		2	O_7de1437a-5151-11e9-b8d0-ec23cf8de3db_KHC Jan1 32.5 C | 15 JAN 21 | C | A | 32.5000000000_TBRX	TBRX	30200831	Reuters Elektron	Y
SX5E MAR22 PATM | 23 MAR 22 | P | E | 3351.7100000000	20200831	XXXX	27122486			2		2	O_84ec22ce-62b4-11e9-b160-4ad6f9df0bf5_SX5E MAR22 PATM | 23 MAR 22 | P | E | 3351.7100000000_TBRX	TBRX	30200831	Internal	Y
OESX 202312 C 4800 | 15 DEC 23 | C | E | 4800.0000000000	20200831	XEUR	2369239	OESX		2		2	O_fa09b58e-1f30-11e9-a2d0-b3645e528b7a_OESX 202312 C 4800 | 15 DEC 23 | C | E | 4800.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
BOSTON PPTY	20200831	XNYS	USD:N:4:US1011211018	BXP		2		2	L_S_5a69ed70-1f2e-11e9-a2d0-b3645e528b7a_BOSTON PPTY_TBRX	TBRX	30200831	Virtu	N
MEOG	20200831	ETLX	501039	MEOG-U		2		2	L_S_e33e33e8-1f2b-11e9-a2d0-b3645e528b7a_MEOG_TBRX	TBRX	30200831	EuroTLX Equities	N
ENEL2X4.40 | 16 DEC 22 | P | A | 4.4000000000	20200831	XDMI	zc:IVZ5	ENEL		1		2	O_98b01a02-494d-11e9-9970-3027219c6795_ENEL2X4.40 | 16 DEC 22 | P | A | 4.4000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
ESTX SD 30 PR	20200831	MTAA	ESTX SD 30 PR			2		2	L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX	TBRX	30200831	BIT MTA	N
OPT_SX7E MAR23 CNP 4Y FLOOR - 4033 | 03 MAR 21 | C | E | 1.1801000000	20200831	XXXX	30678743	4033		2		2	O_bbbe5efe-9e9d-11ea-a0a0-6b77645bee53_OPT_SX7E MAR23 CNP 4Y FLOOR - 4033 | 03 MAR 21 | C | E | 1.1801000000_TBRX	TBRX	30200831	Internal	Y
ECOLAB INC	20200831	XNYS	USD:N:4:US2788651006	ECL		2		2	L_S_5ab9c52a-1f2e-11e9-a2d0-b3645e528b7a_ECOLAB INC_TBRX	TBRX	30200831	Virtu	N
G0I15 | 18 SEP 20 | C | A | 15.0000000000	20200831	XXXX	zA:IC56	G		1		2	O_87caf1a6-ddc9-11e9-9eb0-e7766f5ef7bc_G0I15 | 18 SEP 20 | C | A | 15.0000000000_TBRX	TBRX	30200831	Internal	N
Myr Group	20200831	XNAS	MYRG.O	MYRG		2		2	L_S_70b3181c-8637-11ea-afe7-4d618829edb5_Myr Group_TBRX	TBRX	30200831	Reuters Elektron	Y
MEDICAL PRPS TR	20200831	XLON	147172	MPW		2		2	L_S_5ab7f984-1f2e-11e9-a2d0-b3645e528b7a_MEDICAL PRPS TR_TBRX	TBRX	30200831	LSE Millennium	N
I06529	20200831	SEDX	864525	I06529		2		2	L_S_b3b42dac-90e6-11ea-b430-b3e2b66d25c3_I06529_TBRX	TBRX	30200831	BIT SEDEX	Y
ENI0I9.50 | 18 SEP 20 | C | A | 9.5000000000	20200831	XDMI	zp:IS26	ENI		1		2	O_b379a616-de92-11e9-aa30-0f30bc25b079_ENI0I9.50 | 18 SEP 20 | C | A | 9.5000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
RANGE RESOURCES CORP	20200831	XNYS	RRC.N	RRC		2		2	L_S_5adf14ec-1f2e-11e9-a2d0-b3645e528b7a_RANGE RESOURCES CORP_TBRX	TBRX	30200831	Reuters Elektron	Y
TIP	20200831	MTAA	365409	TIP	B28MRQ6	2		2	L_S_efa0b152-1f2a-11e9-a2d0-b3645e528b7a_TIP_TBRX	TBRX	30200831	BIT MTA	Y
PUBL SVC ENTER	20200831	XLON	146259	PEG		2		2	L_S_5b2418da-1f2e-11e9-a2d0-b3645e528b7a_PUBL SVC ENTER_TBRX	TBRX	30200831	LSE Millennium	N
HUYA ADR CL A O	20200831	XNYS	HUYA.N	0YB1	BYVR256	2		2	L_S_5af20aac-1f2e-11e9-a2d0-b3645e528b7a_HUYA ADR CL A O_TBRX	TBRX	30200831	Reuters Elektron	Y
CPR	20200831	XLOM	154881	CPR	BF0NMZ2	2		2	L_S_ef9c8406-1f2a-11e9-a2d0-b3645e528b7a_CPR_TBRX	TBRX	30200831	LSE Millennium	N
FESB 202009 | SEP 20	20200831	XEUR	4631946	FESB		2		2	L_S_4997fdf0-254c-11ea-af50-2dba816f6810_FESB 202009 | SEP 20_TBRX	TBRX	30200831	Eurex NTA	Y
ENI1R7.20 | 18 JUN 21 | P | A | 7.2000000000	20200831	XDMI	zp:IVV4	ENI		1		2	O_4c815cf0-1f30-11e9-a2d0-b3645e528b7a_ENI1R7.20 | 18 JUN 21 | P | A | 7.2000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
FRESEN MED CARE	20200831	XLON	31106	FME		2		2	L_S_efa3cce8-1f2a-11e9-a2d0-b3645e528b7a_FRESEN MED CARE_TBRX	TBRX	30200831	LSE Millennium	N
VINCI	20200831	XLON	111223	SGEF-U		2		2	L_S_efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a_VINCI_TBRX	TBRX	30200831	LSE Millennium	N
I06498	20200831	SEDX	864523	I06498		2		2	L_S_b3ca9cea-90e6-11ea-b430-b3e2b66d25c3_I06498_TBRX	TBRX	30200831	BIT SEDEX	Y
I05720	20200831	SEDX	850371	I05720		2		2	L_S_a37a2c92-d5e9-11e9-ba50-35a1ce420b26_I05720_TBRX	TBRX	30200831	BIT SEDEX	Y
NVR-U	20200831	ETLX	20711	NVR-U		2		2	L_S_ef9d6592-1f2a-11e9-a2d0-b3645e528b7a_NVR-U_TBRX	TBRX	30200831	EuroTLX Equities	N
FCA1O9.50 | 19 MAR 21 | P | A | 9.5000000000	20200831	XDMI	tN:INNA	FCA		1		2	O_3adcce42-7b43-11ea-97b0-edecf7dc5fa7_FCA1O9.50 | 19 MAR 21 | P | A | 9.5000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
OPT_EPC SD3E SEP24 P92 - 4694 | 09 SEP 24 | P | E | 1802.1604000000	20200831	XXXX	30678788	4694		2		2	O_bbfec2aa-9e9d-11ea-a0a0-6b77645bee53_OPT_EPC SD3E SEP24 P92 - 4694 | 09 SEP 24 | P | E | 1802.1604000000_TBRX	TBRX	30200831	Internal	Y
OPT_SXKE SEP20 PATM - 3548 | 03 SEP 20 | P | E | 377.6100000000	20200831	XXXX	30678663	3548		2		5	O_bb2cc9d0-9e9d-11ea-a0a0-6b77645bee53_OPT_SXKE SEP20 PATM - 3548 | 03 SEP 20 | P | E | 377.6100000000_TBRX	TBRX	30200831	Internal	Y
0_DJ_HLT C 931.88 27 - 5765 | 05 JUL 27 | C | E | 931.8800000000	20200831	XXXX	30952977	5765		1		1	O_e9ff2760-c0eb-11ea-bff0-0eafd23699e3_0_DJ_HLT C 931.88 27 - 5765 | 05 JUL 27 | C | E | 931.8800000000_TBRX	TBRX	30200831	Internal	Y
NATL FUEL GAS CO	20200831	XNYS	NFG.N	NFG		2		2	L_S_250d1eb8-514c-11e9-b8d0-ec23cf8de3db_NATL FUEL GAS CO_TBRX	TBRX	30200831	Reuters Elektron	Y
LDO0I6 | 18 SEP 20 | C | A | 6.0000000000	20200831	XDMI	Z1:I8W2	LDO		1		2	O_c62447b0-629c-11ea-b360-e4afb098eae1_LDO0I6 | 18 SEP 20 | C | A | 6.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
OUTPERF SD3E SEP22 BDT	20200831	XXXX	29679			2		2	L_S_340f43f0-1f2e-11e9-a2d0-b3645e528b7a_OUTPERF SD3E SEP22 BDT_TBRX	TBRX	30200831	Internal	N
ISH RSL 2000	20200831	ARCX	IWM.P	IWM		2		2	L_S_5a7d6512-1f2e-11e9-a2d0-b3645e528b7a_ISH RSL 2000_TBRX	TBRX	30200831	Reuters Elektron	Y
OESX 202312 P 2300 | 15 DEC 23 | P | E | 2300.0000000000	20200831	XEUR	1750807	OESX		2		2	O_f95c108c-1f30-11e9-a2d0-b3645e528b7a_OESX 202312 P 2300 | 15 DEC 23 | P | E | 2300.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
S&P Global Inc	20200831	XNYS	USD:N:4:US78409V1044	SPGI		2		2	L_S_5a86972c-1f2e-11e9-a2d0-b3645e528b7a_S&P Global Inc_TBRX	TBRX	30200831	Virtu	N
TQI5 202112 P 0.4 | 16 DEC 21 | P | A | .4000000000	20200831	XEUR	2162802	TQI5		2		2	O_f9ca6cb2-1f30-11e9-a2d0-b3645e528b7a_TQI5 202112 P 0.4 | 16 DEC 21 | P | A | .4000000000_TBRX	TBRX	30200831	Eurex NTA	Y
SD3E NOV26 C0 BOND | 18 NOV 26 | C | E | .0001000000	20200831	XXXX	28975545			2		2	O_cde95438-0c3c-11ea-a960-70eafec178a3_SD3E NOV26 C0 BOND | 18 NOV 26 | C | E | .0001000000_TBRX	TBRX	30200831	Internal	Y
FASTENAL CO	20200831	XNAS	FAST.O	FAST		2		2	L_S_5a88e82e-1f2e-11e9-a2d0-b3645e528b7a_FASTENAL CO_TBRX	TBRX	30200831	Reuters Elektron	Y
BOEING EUR	20200831	XETR	2506450	BOE-U		2		2	L_S_e359a01a-1f2b-11e9-a2d0-b3645e528b7a_BOEING EUR_TBRX	TBRX	30200831	Xetra T7	Y
CBOE	20200831	XLON	145714	CBOE		2		2	L_S_5b0df726-1f2e-11e9-a2d0-b3645e528b7a_CBOE_TBRX	TBRX	30200831	LSE Millennium	N
MIBO0U16500 | 18 SEP 20 | P | E | 16500.0000000000	20200831	XDMI	z2:ILRC	MIBO		1		1	O_9953eb58-5d1c-11ea-9b10-1e6079c4b3f4_MIBO0U16500 | 18 SEP 20 | P | E | 16500.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
PriceSmart	20200831	XNAS	PSMT.O	PSMT		2		2	L_S_e56e6f80-9137-11ea-00f0-e933d4114fb1_PriceSmart_TBRX	TBRX	30200831	Reuters Elektron	Y
LUFTHANSA	20200831	XXXX	20732	LF-U		2		2	L_S_ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a_LUFTHANSA_TBRX	TBRX	30200831	Internal	N
G MAR26 CALL 8.435 OTC - EPSILON | 13 MAR 26 | C | E | 8.4350000000	20200831	XXXX	27161314			7		5	O_bc52fbdc-7710-11e9-9400-98972329be46_G MAR26 CALL 8.435 OTC - EPSILON | 13 MAR 26 | C | E | 8.4350000000_TBRX	TBRX	30200831	OTC Derivatives	Y
DJGT FEB23 C100 BOND | 24 FEB 23 | C | E | 307.4000000000	20200831	XXXX	24523094			2		2	O_7626f3f4-62b4-11e9-b160-4ad6f9df0bf5_DJGT FEB23 C100 BOND | 24 FEB 23 | C | E | 307.4000000000_TBRX	TBRX	30200831	Internal	Y
TLX	20200831	ETLX	31749	TLX		2		2	L_S_e33a3752-1f2b-11e9-a2d0-b3645e528b7a_TLX_TBRX	TBRX	30200831	EuroTLX Equities	N
G1F14 | 18 JUN 21 | C | A | 14.0000000000	20200831	XDMI	zA:I2Y4	G		1		2	O_4df384a0-1f30-11e9-a2d0-b3645e528b7a_G1F14 | 18 JUN 21 | C | A | 14.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
ENEL0I6.80 | 18 SEP 20 | C | A | 6.8000000000	20200831	XDMI	zc:IWI6	ENEL		1		2	O_87a88cba-ddc9-11e9-9eb0-e7766f5ef7bc_ENEL0I6.80 | 18 SEP 20 | C | A | 6.8000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
UCG0I9 | 18 SEP 20 | C | A | 9.0000000000	20200831	XDMI	xs:IC8C	UCG		1		2	O_879c91ee-ddc9-11e9-9eb0-e7766f5ef7bc_UCG0I9 | 18 SEP 20 | C | A | 9.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
I06434	20200831	SEDX	864473	I06434		2		2	L_S_b39ef478-90e6-11ea-b430-b3e2b66d25c3_I06434_TBRX	TBRX	30200831	BIT SEDEX	Y
ALLY FINANCIAL	20200831	XNYS	ALLY.N	ALLY		2		2	L_S_5a9bc336-1f2e-11e9-a2d0-b3645e528b7a_ALLY FINANCIAL_TBRX	TBRX	30200831	Reuters Elektron	Y
SPXW AG0E 3415P | 31 AUG 20 | P | E | 3415.0000000000	20200831	OPRA	SPXWt312034150.U	SPXW		2		2	O_cefa7564-aa0c-11ea-95c0-29dbc8701ee5_SPXW AG0E 3415P | 31 AUG 20 | P | E | 3415.0000000000_TBRX	TBRX	30200831	Reuters Elektron	Y
I06177	20200831	SEDX	857802	I06177		2		2	L_S_d3c603e0-5211-11ea-8640-38c7f938b954_I06177_TBRX	TBRX	30200831	BIT SEDEX	Y
FIRST SOLAR	20200831	XNAS	FSLR.O	FSLR		2		2	L_S_5a4d0926-1f2e-11e9-a2d0-b3645e528b7a_FIRST SOLAR_TBRX	TBRX	30200831	Reuters Elektron	Y
DUNKIN BRD GRP	20200831	XNAS	DNKN.O	DNKN		2		2	L_S_7d31e4fc-5151-11e9-b8d0-ec23cf8de3db_DUNKIN BRD GRP_TBRX	TBRX	30200831	Reuters Elektron	Y
I06341	20200831	SEDX	864370	I06341		2		2	L_S_b3df8470-90e6-11ea-b430-b3e2b66d25c3_I06341_TBRX	TBRX	30200831	BIT SEDEX	Y
SD3E AUG23 PUT100 BOND | 31 AUG 23 | P | E | 1968.1000000000	20200831	XXXX	25746057			2		2	O_84deadb0-62b4-11e9-b160-4ad6f9df0bf5_SD3E AUG23 PUT100 BOND | 31 AUG 23 | P | E | 1968.1000000000_TBRX	TBRX	30200831	Internal	Y
Heartland Financial USA	20200831	XNAS	USD:O:4:US42234Q1022	HTLF		2		2	L_S_fbfc409b-41da-11ea-79f4-715c8bd7d1b8_Heartland Financial USA_TBRX	TBRX	30200831	Virtu	N
WSCF23	20200831	XAIM	852511	WSCF23		2		2	L_S_4b8fe69e-01f3-11ea-ade0-0187e19062a0_WSCF23_TBRX	TBRX	30200831	BIT MTA	Y
OTC SD3E P1850 DEC24 - STRUCT | 20 DEC 24 | P | E | 1850.0000000000	20200831	XXXX	27230355			2		2	O_bd7925a4-7710-11e9-9400-98972329be46_OTC SD3E P1850 DEC24 - STRUCT | 20 DEC 24 | P | E | 1850.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
ENI I10 - OTC MODENAFONDAC | 18 SEP 20 | C | E | 10.0000000000	20200831	XXXX	30874038			2		2	O_23bad1d6-b537-11ea-87b0-5d49e26b18bc_ENI I10 - OTC MODENAFONDAC | 18 SEP 20 | C | E | 10.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
G0L13 | 18 DEC 20 | C | A | 13.0000000000	20200831	XDMI	zA:IKL4	G		1		2	O_4d507c06-1f30-11e9-a2d0-b3645e528b7a_G0L13 | 18 DEC 20 | C | A | 13.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
EVEREST RE GP	20200831	XNYS	USD:N:4:BMG3223R1088	RE		2		2	L_S_5a6188ce-1f2e-11e9-a2d0-b3645e528b7a_EVEREST RE GP_TBRX	TBRX	30200831	Virtu	N
VINCI	20200831	ETLX	501074	SGEF-U		2		2	L_S_efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a_VINCI_TBRX	TBRX	30200831	EuroTLX Equities	N
ENI2L11 | 16 DEC 22 | C | A | 11.0000000000	20200831	XDMI	zp:IAJ5	ENI		1		2	O_9926d728-494d-11e9-9970-3027219c6795_ENI2L11 | 16 DEC 22 | C | A | 11.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
DDAXK MAY23 C100 BOND | 29 MAY 23 | C | E | 171.7200000000	20200831	XXXX	22574181			2		2	O_7d2a7658-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY23 C100 BOND | 29 MAY 23 | C | E | 171.7200000000_TBRX	TBRX	30200831	Internal	Y
ISH RSL 2000	20200831	ARCX	USD:P:4:US4642876555	IWM		2		2	L_S_5a7d6512-1f2e-11e9-a2d0-b3645e528b7a_ISH RSL 2000_TBRX	TBRX	30200831	Virtu	N
OEDV 202012 P 1250 | 18 DEC 20 | P | E | 1250.0000000000	20200831	XEUR	4928745	OEDV		2		2	O_0595521a-64f3-11ea-8ed0-36b1606dc9af_OEDV 202012 P 1250 | 18 DEC 20 | P | E | 1250.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
I06133	20200831	SEDX	857812	I06133		2		2	L_S_d3874222-5211-11ea-8640-38c7f938b954_I06133_TBRX	TBRX	30200831	BIT SEDEX	Y
VO3 X140 Dec23 - OTC - STRUTT | 15 DEC 23 | P | A | 140.0000000000	20200831	XXXX	28781401			2		2	O_1986342c-0235-11ea-9370-47e68f91b29d_VO3 X140 Dec23 - OTC - STRUTT | 15 DEC 23 | P | A | 140.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
EVOLUS ORD	20200831	XLON	150166	0K16	BFZ4SQ3	2		2	L_S_5a7c005a-1f2e-11e9-a2d0-b3645e528b7a_EVOLUS ORD_TBRX	TBRX	30200831	LSE Millennium	N
BAY	20200831	ETLX	501047	BAY		2		2	L_S_efa18f50-1f2a-11e9-a2d0-b3645e528b7a_BAY_TBRX	TBRX	30200831	EuroTLX Equities	N
OESU 202212 P 250 | 16 DEC 22 | P | E | 250.0000000000	20200831	XEUR	2850492	OESU		2		2	O_faa5fb2e-1f30-11e9-a2d0-b3645e528b7a_OESU 202212 P 250 | 16 DEC 22 | P | E | 250.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
GLOBL PAYMNTS	20200831	XNYS	GPN.N	GPN		2		2	L_S_5ac0ea9e-1f2e-11e9-a2d0-b3645e528b7a_GLOBL PAYMNTS_TBRX	TBRX	30200831	Reuters Elektron	Y
SPX DEC21 CALL 2800- SOCGEN | 17 DEC 21 | C | E | 2800.0000000000	20200831	XXXX	19387154			2		2	O_c1976394-7710-11e9-9400-98972329be46_SPX DEC21 CALL 2800- SOCGEN | 17 DEC 21 | C | E | 2800.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
ENEL0U6.20 | 18 SEP 20 | P | A | 6.2000000000	20200831	XXXX	zc:IHJ6	ENEL		1		2	O_88517870-ddc9-11e9-9eb0-e7766f5ef7bc_ENEL0U6.20 | 18 SEP 20 | P | A | 6.2000000000_TBRX	TBRX	30200831	Internal	N
Cabot Microelectronics	20200831	XNGS	CCMP.OQ	CCMP		2		2	L_S_62db6180-6df9-11ea-7dbc-54dd3fc35788_Cabot Microelectronics_TBRX	TBRX	30200831	Reuters Elektron	Y
WELLS FARGO & CO	20200831	XNYS	WFC.N	WFC		2		2	L_S_5a51a8c8-1f2e-11e9-a2d0-b3645e528b7a_WELLS FARGO & CO_TBRX	TBRX	30200831	Reuters Elektron	Y
CENTENNIAL RES A	20200831	XNAS	USD:O:4:US15136A1025	CDEV		2		2	L_S_5a887b14-1f2e-11e9-a2d0-b3645e528b7a_CENTENNIAL RES A_TBRX	TBRX	30200831	Virtu	N
I06372	20200831	SEDX	864398	I06372		2		2	L_S_b3c75a30-90e6-11ea-b430-b3e2b66d25c3_I06372_TBRX	TBRX	30200831	BIT SEDEX	Y
I05937	20200831	SEDX	853569	I05937		2		2	L_S_405c0242-1659-11ea-b3f0-689a4e2fd020_I05937_TBRX	TBRX	30200831	BIT SEDEX	Y
OMEGA HEALTHCRE	20200831	XLON	145794	OHI		2		2	L_S_5aee6cb2-1f2e-11e9-a2d0-b3645e528b7a_OMEGA HEALTHCRE_TBRX	TBRX	30200831	LSE Millennium	N
G2R10 | 17 JUN 22 | P | A | 10.0000000000	20200831	XXXX	zA:IFK5	G		1		2	O_989d6baa-494d-11e9-9970-3027219c6795_G2R10 | 17 JUN 22 | P | A | 10.0000000000_TBRX	TBRX	30200831	Internal	N
VVD 202012 C 24 | 18 DEC 20 | C | A | 24.0000000000	20200831	XEUR	1569443	VVD		2		2	O_f94f02a2-1f30-11e9-a2d0-b3645e528b7a_VVD 202012 C 24 | 18 DEC 20 | C | A | 24.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
Cornerstone OnDemand	20200831	XNAS	USD:O:4:US21925Y1038	CSOD		2		2	L_S_d4d5f00b-35e3-11ea-221c-d74f383f2d96_Cornerstone OnDemand_TBRX	TBRX	30200831	Virtu	N
PLAB	20200831	XNAS	PLAB.O	PLAB		2		2	L_S_ea5d8f79-4c0c-11ea-abf4-48ee3337ad87_PLAB_TBRX	TBRX	30200831	Reuters Elektron	Y
SPM0I2.50 | 18 SEP 20 | C | A | 2.5000000000	20200831	XDMI	x9:IQS6	SPM		1		2	O_a12a5332-5865-11ea-be70-d0fabe8c0f5d_SPM0I2.50 | 18 SEP 20 | C | A | 2.5000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
AIR PRODS & CHEM	20200831	XLON	145692	APD		2		2	L_S_5b0de01a-1f2e-11e9-a2d0-b3645e528b7a_AIR PRODS & CHEM_TBRX	TBRX	30200831	LSE Millennium	N
CONTINENTAL	20200831	MTAH	267822	CONG-U		2		2	L_S_efa178b2-1f2a-11e9-a2d0-b3645e528b7a_CONTINENTAL_TBRX	TBRX	30200831	BIT MTA	N
SRS0L0.80 | 18 DEC 20 | C | A | .8000000000	20200831	XDMI	y8:IUW4	SRS		1		2	O_77545984-43f9-11ea-bd70-0cd23791615c_SRS0L0.80 | 18 DEC 20 | C | A | .8000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
WORKDAY INC	20200831	XNAS	WDAY.O	WDAY		2		2	L_S_5b010fb6-1f2e-11e9-a2d0-b3645e528b7a_WORKDAY INC_TBRX	TBRX	30200831	Reuters Elektron	Y
MERCADOLIBRE INC	20200831	XLON	145784	MELI		2		2	L_S_5a4720b0-1f2e-11e9-a2d0-b3645e528b7a_MERCADOLIBRE INC_TBRX	TBRX	30200831	LSE Millennium	N
CYRUSONE INC	20200831	XNAS	USD:O:4:US23283R1005	CONE		2		2	L_S_25824d00-514c-11e9-b8d0-ec23cf8de3db_CYRUSONE INC_TBRX	TBRX	30200831	Virtu	N
FPE	20200831	XAIM	803129	FPE		2		2	L_S_efa1439c-1f2a-11e9-a2d0-b3645e528b7a_FPE_TBRX	TBRX	30200831	BIT MTA	Y
SD3E MAR26 CCAP | 26 MAR 26 | C | E | 2681.3910000000	20200831	XXXX	28496761			2		2	O_116c6fb0-e03c-11e9-a220-4100c975c478_SD3E MAR26 CCAP | 26 MAR 26 | C | E | 2681.3910000000_TBRX	TBRX	30200831	Internal	Y
HONEYWELL INTL	20200831	XNYS	USD:N:4:US4385161066	HON		2		2	L_S_5a63f9ba-1f2e-11e9-a2d0-b3645e528b7a_HONEYWELL INTL_TBRX	TBRX	30200831	Virtu	N
