Bof_20200828
CLEARING_CENTER_NAME	CURRENCY	DESCRIPTION	F_QDIRTY	INSTRUMENTID_FE	ISIN	ISS_DATE	ISS_NUM	ISSUERID	LOTSIZE	MKT_SETTL_TYPE	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	UNDERLYINGID_FE	DIVIDENDID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_UNDERLYING_ID	TBRICKS_DIVIDEND_ID	F_IS_ETF
	EUR	NortonLifeLock Inc	0	NortonLifeLock Inc EUR	US6687711084	2005-12-15	0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	NortonLifeLock Inc USD	NortonLifeLock Inc USD	341a6a1e-1f2e-11e9-a2d0-b3645e528b7a	5a69520c-1f2e-11e9-a2d0-b3645e528b7a	5a69520c-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	DT.CANNABIS AG   O.N.	0	FAM1	DE000A0BVVK7	2007-10-27	0	Deutsche Cannabis AG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FAM1	FAM1	e331be10-1f2b-11e9-a2d0-b3645e528b7a	e331be10-1f2b-11e9-a2d0-b3645e528b7a	e331be10-1f2b-11e9-a2d0-b3645e528b7a	N
	USD		0	YRD	US98585L1008		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	YRD	YRD	3752e778-d0a2-11e9-36e9-5b62a4e74692	3752e778-d0a2-11e9-36e9-5b62a4e74692	3752e778-d0a2-11e9-36e9-5b62a4e74692	N
	USD		0	Deckers Outdoor Corp	US2435371073		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Deckers Outdoor Corp	Deckers Outdoor Corp	ffd71e9e-7c86-11e9-a8f0-6ef443dc97a1	ffd71e9e-7c86-11e9-a8f0-6ef443dc97a1	ffd71e9e-7c86-11e9-a8f0-6ef443dc97a1	N
	USD	CHIPOTLE MEXICA	0	CHIPOTLE MX GRL	US1696561059	2018-01-18	0	0B9028	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CHIPOTLE MX GRL	CHIPOTLE MX GRL	5abc3198-1f2e-11e9-a2d0-b3645e528b7a	5abc3198-1f2e-11e9-a2d0-b3645e528b7a	5abc3198-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	BNP PARIBAS	0	BNP	FR0000131104	2010-01-04	0	BNP PARIBAS	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BNP	BNP	efa08740-1f2a-11e9-a2d0-b3645e528b7a	efa08740-1f2a-11e9-a2d0-b3645e528b7a	efa08740-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	MSCI	0	MSCI	US55354G1004		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MSCI	MSCI	250bbe74-514c-11e9-b8d0-ec23cf8de3db	250bbe74-514c-11e9-b8d0-ec23cf8de3db	250bbe74-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	CONAFI	0	CNF	IT0004105653	2008-11-10	0	CONAFI	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CNF	CNF	ef9c803c-1f2a-11e9-a2d0-b3645e528b7a	ef9c803c-1f2a-11e9-a2d0-b3645e528b7a	ef9c803c-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	Berry Petroleum	US08579X1019		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Berry Petroleum	Berry Petroleum	3569616d-49b8-11ea-15db-13f2ca8772a7	3569616d-49b8-11ea-15db-13f2ca8772a7	3569616d-49b8-11ea-15db-13f2ca8772a7	N
	USD		0	Beacon Roofing Supply	US0736851090		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Beacon Roofing Supply	Beacon Roofing Supply	952b1eee-e074-11e9-1e94-e93668135196	952b1eee-e074-11e9-1e94-e93668135196	952b1eee-e074-11e9-1e94-e93668135196	N
	EUR	TELECOM ITALIA R	0	TITR	IT0003497176	2008-11-10	0	TELECOM ITALIA	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TITR	TITR	ef9e90de-1f2a-11e9-a2d0-b3645e528b7a	ef9e90de-1f2a-11e9-a2d0-b3645e528b7a	ef9e90de-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	RITE AID ORD	0	RITE AID CORP	US7677548726	2018-01-24	0	0D0093	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	RITE AID CORP	RITE AID CORP	5abc28d8-1f2e-11e9-a2d0-b3645e528b7a	5abc28d8-1f2e-11e9-a2d0-b3645e528b7a	5abc28d8-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Inspire Medical Systems	US4577301090		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Inspire Medical Systems	Inspire Medical Systems	f49d2cd1-00a0-11ea-df70-ef7e106750b0	f49d2cd1-00a0-11ea-df70-ef7e106750b0	f49d2cd1-00a0-11ea-df70-ef7e106750b0	N
	USD		0	Cloudflare	US18915M1071		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Cloudflare	Cloudflare	746e1eb6-a990-11ea-252a-4520942be29c	746e1eb6-a990-11ea-252a-4520942be29c	746e1eb6-a990-11ea-252a-4520942be29c	N
	USD	FORTIVE ORD	0	Fortive	US34959J1088	2018-01-18	0	0C2155	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Fortive	Fortive	5a465842-1f2e-11e9-a2d0-b3645e528b7a	5a465842-1f2e-11e9-a2d0-b3645e528b7a	5a465842-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	SCIENCE APPLICA	0	Science Applications International Corp	US8086251076	2018-07-25	0	0C3485	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Science Applications International Corp	Science Applications International Corp	5a6a590e-1f2e-11e9-a2d0-b3645e528b7a	5a6a590e-1f2e-11e9-a2d0-b3645e528b7a	5a6a590e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	TANDEM DIABETES	0	TANDEM DIABETES	US8753722037	2018-10-04	0	0D2080	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TANDEM DIABETES	TANDEM DIABETES	5b0a4b4e-1f2e-11e9-a2d0-b3645e528b7a	5b0a4b4e-1f2e-11e9-a2d0-b3645e528b7a	5b0a4b4e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	ETSY ORD	0	ETSY INC	US29786A1060	2018-01-24	0	0C3221	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ETSY INC	ETSY INC	5aa674a2-1f2e-11e9-a2d0-b3645e528b7a	5aa674a2-1f2e-11e9-a2d0-b3645e528b7a	5aa674a2-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	UNITEDHEALTH GR	0	UNITEDHEALTH GP	US91324P1021	2018-01-15	0	0A8024	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	UNITEDHEALTH GP	UNITEDHEALTH GP	5a6c7568-1f2e-11e9-a2d0-b3645e528b7a	5a6c7568-1f2e-11e9-a2d0-b3645e528b7a	5a6c7568-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Armstrong World Industries Inc	US04247X1028		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Armstrong World Industries Inc	Armstrong World Industries Inc	12016e43-3097-11ea-01da-4705d5f13dae	12016e43-3097-11ea-01da-4705d5f13dae	12016e43-3097-11ea-01da-4705d5f13dae	N
	EUR	BEN Delisted	0	BEN Delisted	IT0003106777		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BEN Delisted	BEN Delisted	53c27fa8-8b69-11e9-b2ae-06b747deb312	53c27fa8-8b69-11e9-b2ae-06b747deb312	53c27fa8-8b69-11e9-b2ae-06b747deb312	N
	EUR	EDF	0	EDF	FR0010242511	2006-05-23	0	Electricite de France S.A. (E.D.F.)	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EDF	EDF	6e475f06-1f2b-11e9-a2d0-b3645e528b7a	6e475f06-1f2b-11e9-a2d0-b3645e528b7a	6e475f06-1f2b-11e9-a2d0-b3645e528b7a	N
	CHF		0	LAFARGEHOLCIM	CH0012214059		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	LAFARGEHOLCIM	LAFARGEHOLCIM	25335aec-514c-11e9-b8d0-ec23cf8de3db	25335aec-514c-11e9-b8d0-ec23cf8de3db	25335aec-514c-11e9-b8d0-ec23cf8de3db	N
	DKK	AMBU B ORD	0	AMBU B	DK0060946788	2018-01-15	0	0A2904	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AMBU B	AMBU B	5af4c0d0-1f2e-11e9-a2d0-b3645e528b7a	5af4c0d0-1f2e-11e9-a2d0-b3645e528b7a	5af4c0d0-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Charles River Laboratories Intl	US1598641074		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Charles River Laboratories Intl	Charles River Laboratories Intl	ba18bc60-f1a2-11e9-02de-25b9bfb72bbc	ba18bc60-f1a2-11e9-02de-25b9bfb72bbc	ba18bc60-f1a2-11e9-02de-25b9bfb72bbc	N
	EUR	IBERDROLA	0	IBERDROLA	ES0144580Y14	2005-12-13	0	IBERDROLA	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	IBERDROLA	IBERDROLA	efa07020-1f2a-11e9-a2d0-b3645e528b7a	efa07020-1f2a-11e9-a2d0-b3645e528b7a	efa07020-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	HOLOGIC ORD	0	HOLOGIC INC	US4364401012	2018-01-18	0	0C4810	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	HOLOGIC INC	HOLOGIC INC	5aacc708-1f2e-11e9-a2d0-b3645e528b7a	5aacc708-1f2e-11e9-a2d0-b3645e528b7a	5aacc708-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	SES	0	SES	LU0088087324	2010-01-11	0	0D3291	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SES	SES	6e47ff06-1f2b-11e9-a2d0-b3645e528b7a	6e47ff06-1f2b-11e9-a2d0-b3645e528b7a	6e47ff06-1f2b-11e9-a2d0-b3645e528b7a	N
	EUR	EUSKALTEL ORD	0	EUSKALTEL/AC 3,00	ES0105075008	2015-07-20	0	0A8340	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EUSKALTEL/AC 3,00	EUSKALTEL/AC 3,00	5a60cd44-1f2e-11e9-a2d0-b3645e528b7a	5a60cd44-1f2e-11e9-a2d0-b3645e528b7a	5a60cd44-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	TILRAY INC	0	TILRAY INC	US88688T1007	2018-10-04	0	0G9611	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TILRAY INC	TILRAY INC	5a36f3f2-1f2e-11e9-a2d0-b3645e528b7a	5a36f3f2-1f2e-11e9-a2d0-b3645e528b7a	5a36f3f2-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	AEROVIRONMENT	0	AEROVIRONMENT	US0080731088		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AEROVIRONMENT	AEROVIRONMENT	7d302392-5151-11e9-b8d0-ec23cf8de3db	7d302392-5151-11e9-b8d0-ec23cf8de3db	7d302392-5151-11e9-b8d0-ec23cf8de3db	N
	USD	ALTERYX CL A OR	0	ALTERYX CL A OR	US02156B1035	2018-01-24	0	0C7234	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ALTERYX CL A OR	ALTERYX CL A OR	5b24fe80-1f2e-11e9-a2d0-b3645e528b7a	5b24fe80-1f2e-11e9-a2d0-b3645e528b7a	5b24fe80-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	CARREFOUR	0	CARREFOUR	FR0000120172	2016-09-30	0	CARREFOUR	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CARREFOUR	CARREFOUR	efa25142-1f2a-11e9-a2d0-b3645e528b7a	efa25142-1f2a-11e9-a2d0-b3645e528b7a	efa25142-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	RDRW	IL0010834765		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	RDRW	RDRW	bf9fe05a-4e74-11ea-4f99-bcd7c90d42a7	bf9fe05a-4e74-11ea-4f99-bcd7c90d42a7	bf9fe05a-4e74-11ea-4f99-bcd7c90d42a7	N
	USD	VALE ADR REPTG	0	VALE SA ADR	US91912E1055	2018-01-15	0	0D9785	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VALE SA ADR	VALE SA ADR	5a8ce8e8-1f2e-11e9-a2d0-b3645e528b7a	5a8ce8e8-1f2e-11e9-a2d0-b3645e528b7a	5a8ce8e8-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Appfolio	US03783C1009		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Appfolio	Appfolio	924641a2-8ed4-11ea-d937-3d9ad2fb01b3	924641a2-8ed4-11ea-d937-3d9ad2fb01b3	924641a2-8ed4-11ea-d937-3d9ad2fb01b3	N
	USD	HP ORD	0	HP USD	US40434L1052	2018-01-18	0	0C2815	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	HP USD	HP USD	5af8149c-1f2e-11e9-a2d0-b3645e528b7a	5af8149c-1f2e-11e9-a2d0-b3645e528b7a	5af8149c-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	BELDEN INC	0	BELDEN INC	US0774541066		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BELDEN INC	BELDEN INC	2501935e-514c-11e9-b8d0-ec23cf8de3db	2501935e-514c-11e9-b8d0-ec23cf8de3db	2501935e-514c-11e9-b8d0-ec23cf8de3db	N
	USD	KB HOME	0	KB HOME	US48666K1097		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	KB HOME	KB HOME	250a3a72-514c-11e9-b8d0-ec23cf8de3db	250a3a72-514c-11e9-b8d0-ec23cf8de3db	250a3a72-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	SBM OFFSHORE	0	SBM OFFSHORE	NL0000360618	2010-10-18	0	0D8477	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SBM OFFSHORE	SBM OFFSHORE	6e488dae-1f2b-11e9-a2d0-b3645e528b7a	6e488dae-1f2b-11e9-a2d0-b3645e528b7a	6e488dae-1f2b-11e9-a2d0-b3645e528b7a	N
	USD	WABTEC	0	WABTEC	US9297401088		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WABTEC	WABTEC	2514348c-514c-11e9-b8d0-ec23cf8de3db	2514348c-514c-11e9-b8d0-ec23cf8de3db	2514348c-514c-11e9-b8d0-ec23cf8de3db	N
	DKK	NOVO NORDISK B	0	NOVO NORDISK B	DK0060534915	2014-01-13	0	0D3461	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	NOVO NORDISK B	NOVO NORDISK B	5ab7abb4-1f2e-11e9-a2d0-b3645e528b7a	5ab7abb4-1f2e-11e9-a2d0-b3645e528b7a	5ab7abb4-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	International Seaways	MHY410531021		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	International Seaways	International Seaways	cb0badd5-5e31-11ea-c63d-036902a9a7a0	cb0badd5-5e31-11ea-c63d-036902a9a7a0	cb0badd5-5e31-11ea-c63d-036902a9a7a0	N
	USD	NAVIENT ORD	0	NAVIENT CORP	US63938C1080	2018-01-18	0	0B7252	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	NAVIENT CORP	NAVIENT CORP	5a912390-1f2e-11e9-a2d0-b3645e528b7a	5a912390-1f2e-11e9-a2d0-b3645e528b7a	5a912390-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	EQUITY RESIDENT	0	EQ RESIDENT	US29476L1070	2018-01-18	0	0D1283	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EQ RESIDENT	EQ RESIDENT	5a595258-1f2e-11e9-a2d0-b3645e528b7a	5a595258-1f2e-11e9-a2d0-b3645e528b7a	5a595258-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	HUNTINGTON BANC	0	HUNTGTN BKSHR	US4461501045	2018-01-18	0	0C8029	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	HUNTGTN BKSHR	HUNTGTN BKSHR	5add579c-1f2e-11e9-a2d0-b3645e528b7a	5add579c-1f2e-11e9-a2d0-b3645e528b7a	5add579c-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	PFIZER INC	0	PFIZER INC USD	US7170811035		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PFIZER INC USD	PFIZER INC USD	250ed6f4-514c-11e9-b8d0-ec23cf8de3db	250ed6f4-514c-11e9-b8d0-ec23cf8de3db	250ed6f4-514c-11e9-b8d0-ec23cf8de3db	N
	USD		0	Magnolia Oil & Gas	US5596631094		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Magnolia Oil & Gas	Magnolia Oil & Gas	a89299c8-62f9-11ea-1b75-a65fc2c3ea9a	a89299c8-62f9-11ea-1b75-a65fc2c3ea9a	a89299c8-62f9-11ea-1b75-a65fc2c3ea9a	N
	USD	COMERICA INC	0	COMERICA INC	US2003401070	2018-01-18	0	0D1035	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	COMERICA INC	COMERICA INC	5a8d4a2c-1f2e-11e9-a2d0-b3645e528b7a	5a8d4a2c-1f2e-11e9-a2d0-b3645e528b7a	5a8d4a2c-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	JANUS HENDERSON	0	JANUS HNDRSN GRP	000000000000	2018-01-15	0	0A9430	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	JANUS HNDRSN GRP	JANUS HNDRSN GRP	5a80ad26-1f2e-11e9-a2d0-b3645e528b7a	5a80ad26-1f2e-11e9-a2d0-b3645e528b7a	5a80ad26-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	BANCO COM ORD	0	B.COM.PORTUGUES	PTBCP0AM0015	2016-10-25	0	0B0811	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	B.COM.PORTUGUES	B.COM.PORTUGUES	5ab2af74-1f2e-11e9-a2d0-b3645e528b7a	5ab2af74-1f2e-11e9-a2d0-b3645e528b7a	5ab2af74-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	TIFFANY ORD	0	TIFFANY & CO USD	US8865471085	2018-01-18	0	0C7294	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TIFFANY & CO USD	TIFFANY & CO USD	5ac8d70e-1f2e-11e9-a2d0-b3645e528b7a	5ac8d70e-1f2e-11e9-a2d0-b3645e528b7a	5ac8d70e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Canaan Inc	US1347481020		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Canaan Inc	Canaan Inc	fdee4797-cb5d-11ea-a1e7-4fe2d8c11db7	fdee4797-cb5d-11ea-a1e7-4fe2d8c11db7	fdee4797-cb5d-11ea-a1e7-4fe2d8c11db7	N
	USD		0	Six Flags Entertainment Corp	US83001A1025		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Six Flags Entertainment Corp	Six Flags Entertainment Corp	52c29bd0-9cdd-11e9-9b50-5b8a74efbd0e	52c29bd0-9cdd-11e9-9b50-5b8a74efbd0e	52c29bd0-9cdd-11e9-9b50-5b8a74efbd0e	N
	USD		0	Owl Rock Capital Corp	US69121K1043		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Owl Rock Capital Corp	Owl Rock Capital Corp	927156ec-fca7-11e9-2d5c-5ff4b45da19b	927156ec-fca7-11e9-2d5c-5ff4b45da19b	927156ec-fca7-11e9-2d5c-5ff4b45da19b	N
	USD		0	Helios Technologies Inc	US42328H1095		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Helios Technologies Inc	Helios Technologies Inc	06bd2d41-6d25-11ea-f8a1-f37ab5f5bba0	06bd2d41-6d25-11ea-f8a1-f37ab5f5bba0	06bd2d41-6d25-11ea-f8a1-f37ab5f5bba0	N
	CHF	DUFRY N ORD	0	DUFRY AG	CH0023405456	2014-03-05	0	0A7493	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	DUFRY AG	DUFRY AG	5aa40d2a-1f2e-11e9-a2d0-b3645e528b7a	5aa40d2a-1f2e-11e9-a2d0-b3645e528b7a	5aa40d2a-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Transunion	US89400J1079		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Transunion	Transunion	adde22c6-6767-11ea-2e30-ea699f430b9a	adde22c6-6767-11ea-2e30-ea699f430b9a	adde22c6-6767-11ea-2e30-ea699f430b9a	N
	USD	HMNY Delisted	0	HMNY Delisted	US42327L3096		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	HMNY Delisted	HMNY Delisted	45562a8a-8b75-11e9-b2ae-06b747deb312	45562a8a-8b75-11e9-b2ae-06b747deb312	45562a8a-8b75-11e9-b2ae-06b747deb312	N
	EUR	BMW	0	BMW	DE0005190003	2009-10-21	0	BMW	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BMW	BMW	efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	Weingarten Realty	US9487411038		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Weingarten Realty	Weingarten Realty	174bc783-849f-11ea-8dd0-b0d0ff814489	174bc783-849f-11ea-8dd0-b0d0ff814489	174bc783-849f-11ea-8dd0-b0d0ff814489	N
	USD	WESTERN DGTL CRP	0	WESTERN DGTL CRP	US9581021055	2018-01-15	0	0A7969	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WESTERN DGTL CRP	WESTERN DGTL CRP	5abe5590-1f2e-11e9-a2d0-b3645e528b7a	5abe5590-1f2e-11e9-a2d0-b3645e528b7a	5abe5590-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ASCOPIAVE	0	ASC	IT0004093263	2008-11-10	0	ASCOPIAVE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ASC	ASC	ef9f6ab8-1f2a-11e9-a2d0-b3645e528b7a	ef9f6ab8-1f2a-11e9-a2d0-b3645e528b7a	ef9f6ab8-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	G-III APPAREL	0	G-III Apparel Group Ltd	US36237H1014		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	G-III Apparel Group Ltd	G-III Apparel Group Ltd	7d331796-5151-11e9-b8d0-ec23cf8de3db	7d331796-5151-11e9-b8d0-ec23cf8de3db	7d331796-5151-11e9-b8d0-ec23cf8de3db	N
	EUR	VALLOUREC	0	VALLOUREC	FR0013506730	2020-05-28	0	0A0683	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VALLOUREC	VALLOUREC	532b01ba-9e45-11ea-a7a0-b10feeb576dc	6e4586a4-1f2b-11e9-a2d0-b3645e528b7a	6e4586a4-1f2b-11e9-a2d0-b3645e528b7a	N
	USD	SELECT STR FINA	0	SPDR FINANCL SEL	US81369Y6059	2018-01-25	0	0C7405	1	Cash	2020-08-28	ETF	Equities	Collective investment vehicles	SPDR FINANCL SEL	SPDR FINANCL SEL	5ab7c5f4-1f2e-11e9-a2d0-b3645e528b7a	5ab7c5f4-1f2e-11e9-a2d0-b3645e528b7a	5ab7c5f4-1f2e-11e9-a2d0-b3645e528b7a	Y
	EUR	ADYEN	0	ADYEN	NL0012969182	2018-07-18	0	0G9281	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ADYEN	ADYEN	6e4cff6a-1f2b-11e9-a2d0-b3645e528b7a	6e4cff6a-1f2b-11e9-a2d0-b3645e528b7a	6e4cff6a-1f2b-11e9-a2d0-b3645e528b7a	N
	USD		0	Valvoline Inc	US92047W1018		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Valvoline Inc	Valvoline Inc	6c4c4dd5-48bd-11ea-127c-0877f99df6a0	6c4c4dd5-48bd-11ea-127c-0877f99df6a0	6c4c4dd5-48bd-11ea-127c-0877f99df6a0	N
	USD	WEBSTER FINL CP	0	WEBSTER FINL CP	US9478901096		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WEBSTER FINL CP	WEBSTER FINL CP	2514708c-514c-11e9-b8d0-ec23cf8de3db	2514708c-514c-11e9-b8d0-ec23cf8de3db	2514708c-514c-11e9-b8d0-ec23cf8de3db	N
	USD	CUMMINS ORD	0	CUMMINS INC	US2310211063	2018-01-18	0	0D1143	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CUMMINS INC	CUMMINS INC	5ab5e036-1f2e-11e9-a2d0-b3645e528b7a	5ab5e036-1f2e-11e9-a2d0-b3645e528b7a	5ab5e036-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	ARTHUR J GALLAG	0	ARTHUR J GALLAGR	US3635761097	2018-01-18	0	0B9717	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ARTHUR J GALLAGR	ARTHUR J GALLAGR	5af371b2-1f2e-11e9-a2d0-b3645e528b7a	5af371b2-1f2e-11e9-a2d0-b3645e528b7a	5af371b2-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	MUNICH REINSURANCE	0	MUNICH	DE0008430026	2010-01-04	0	MUNICH RE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MUNICH	MUNICH	efa3c4e6-1f2a-11e9-a2d0-b3645e528b7a	efa3c4e6-1f2a-11e9-a2d0-b3645e528b7a	efa3c4e6-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	KB Financial Group, Inc. (ADR)	US48241A1051		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	KB Financial Group, Inc. (ADR)	KB Financial Group, Inc. (ADR)	6b4d4c7a-0a0a-11ea-c1cc-80cdea997395	6b4d4c7a-0a0a-11ea-c1cc-80cdea997395	6b4d4c7a-0a0a-11ea-c1cc-80cdea997395	N
	USD	D R HORTON ORD	0	D.R. HORTON INC	US23331A1097	2018-01-18	0	0C1439	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	D.R. HORTON INC	D.R. HORTON INC	5a4f600e-1f2e-11e9-a2d0-b3645e528b7a	5a4f600e-1f2e-11e9-a2d0-b3645e528b7a	5a4f600e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	CARLYLE GROUP U	0	CARLYLE GROUP UN	US14316J1088	2018-01-25	0	0B8759	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CARLYLE GROUP UN	CARLYLE GROUP UN	5b2363c2-1f2e-11e9-a2d0-b3645e528b7a	5b2363c2-1f2e-11e9-a2d0-b3645e528b7a	5b2363c2-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ORSERO	0	ORS	IT0005138703	2015-11-10	0	ORSERO	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ORS	ORS	ef9fd25a-1f2a-11e9-a2d0-b3645e528b7a	ef9fd25a-1f2a-11e9-a2d0-b3645e528b7a	ef9fd25a-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	BLACK HILLS CORP	US0921131092		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BLACK HILLS CORP	BLACK HILLS CORP	0fa20cf8-7304-11e9-93e0-977428d12a2f	0fa20cf8-7304-11e9-93e0-977428d12a2f	0fa20cf8-7304-11e9-93e0-977428d12a2f	N
