Bof_20200828
ANALYTICDATE	CURRENCY	POSITIONID_FE	MTM_MARKET	MTM_PRICE	MTM_PRICE_FWD	MTM_RATE	PORTFOLIOID_FE	REF_DATE	REGULAR_SETTL	SPOT_PRICE	VOLATILITY	EVAL_MODE	SETTLEMENT	INTERNAL_MODEL	CREDIT_CURVEID	VOLATILITY_DAY_COUNT	VOLATILITY_GROUP	UNDERLYING_RATE	UNDERLYING_RATE_MODE	YIELD_OFFSET	CREDIT_CURVE_NAME	VOLATILITY_GROUP_ID	TBRICKS_INSTRUMENT_ID	FINANCING_RATE	REPO_MARGIN_RATE	MIC_JOIN_MKT_ATTR	F_IS_MANUAL_VOLA
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | FCA L11 - OTC - STRUTT | 18 DEC 20 | C | A | 11.0000000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			37.23242270229131	1	2	AMERICAN_ESCROWED_DIVIDEND	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	F_F risk fixed expiry	0	Curve		FCA	cd7b65b4-39d7-11e9-a900-eb52c95dd479	ae49f4e6-80bf-11ea-a510-0026eccf1891	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Put | ENEL X4.8 Dec22 - OTC - STRUTT | 16 DEC 22 | P | A | 4.8000000000 | XOFF | OTC Derivatives	XOFF				EQSSVOLOTC	2020-08-28			28.863740392281358	1	2	AMERICAN_ESCROWED_DIVIDEND	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	ENEL_ENEL risk fixed expiry	0	Curve		ENEL	e46ebb7c-39d7-11e9-a900-eb52c95dd479	b7eff2f2-7710-11e9-9400-98972329be46	0	0	XOFF	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | IBERDROLA MAR23 CALL 3.891 OTC - EPSILON | 13 MAR 23 | C | E | 3.8910000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			32.81904583466926	1	7	EUROPEAN_ESCROWED_DIVIDEND	efa07020-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	5_IBE_5_IBE risk fixed expiry	0	Curve		IBERDROLA	d6975e78-3b67-11e9-93b0-dcd608f6e958	bc4fb936-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | NATURGY MAR21 CALL 12.31 OTC - EPSILON | 15 MAR 21 | C | E | 12.3100000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			30.56147399046769	1	5	EUROPEAN_ESCROWED_DIVIDEND	343e75d0-1f2e-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	5_GAS_5_GAS risk fixed expiry	0	Contract		NATURGY ENERGY	04bce274-99bd-11e9-9fd0-4534fb7b2373	bc5189fa-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | NATURGY MAR26 CALL 12.31 OTC - EPSILON | 13 MAR 26 | C | E | 12.3100000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			19.264073143118882	1	5	EUROPEAN_ESCROWED_DIVIDEND	343e75d0-1f2e-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	5_GAS_5_GAS risk fixed expiry	0	Contract		NATURGY ENERGY	04bce274-99bd-11e9-9fd0-4534fb7b2373	bc52174e-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | AXA MAR24 CALL 11.586 OTC - EPSILON | 13 MAR 24 | C | E | 11.5860000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			26.801401645428903	1	10	EUROPEAN_ESCROWED_DIVIDEND	efa1213c-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	1_AXAF_1_AXAF risk fixed expiry	0	Contract		AXA	e8526982-39d7-11e9-a900-eb52c95dd479	bc5cd0ee-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | DCX MAR25 CALL 27.57 OTC - EPSILON | 13 MAR 25 | C | E | 27.5700000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			31.712409597830383	1	10	EUROPEAN_ESCROWED_DIVIDEND	efa14748-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	3_DCXGn_3_DCXGn risk fixed expiry	0	Contract		DAIMLER	db1fbcec-39d7-11e9-a900-eb52c95dd479	bc5e2f48-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | BMW MAR22 CALL 37.703 OTC - EPSILON | 14 MAR 22 | C | E | 37.7030000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			35.80192277030802	1	7	EUROPEAN_ESCROWED_DIVIDEND	efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	BMW_BMW risk fixed expiry	0	Contract		BMW	cf724388-39d7-11e9-a900-eb52c95dd479	bc61c568-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | BYG MAR25 CALL 17.505 OTC - EPSILON | 13 MAR 25 | C | E | 17.5050000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			29.665497646281576	1	5	EUROPEAN_ESCROWED_DIVIDEND	6e499a3c-1f2b-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	BYG_BYG risk fixed expiry	0	Curve		BOUYGUES	d2edb182-39d7-11e9-a900-eb52c95dd479	bc65dbe4-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | RDSA MAR24 CALL 14.45 OTC - EPSILON | 13 MAR 24 | C | E | 14.4500000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			29.81056666986547	1	12	EUROPEAN_ESCROWED_DIVIDEND	6e47d652-1f2b-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	2_RDSa_2_RDSa risk fixed expiry	0	Curve		ROYAL DUTCH SHELLA	dbb0c19c-39d7-11e9-a900-eb52c95dd479	bc679c72-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | RDSA MAR26 CALL 14.45 OTC - EPSILON | 13 MAR 26 | C | E | 14.4500000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			29.69758862558598	1	12	EUROPEAN_ESCROWED_DIVIDEND	6e47d652-1f2b-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	2_RDSa_2_RDSa risk fixed expiry	0	Curve		ROYAL DUTCH SHELLA	dbb0c19c-39d7-11e9-a900-eb52c95dd479	bc67e056-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | G FEB22 CALL 7.775 OTC - EPSILON | 11 FEB 22 | C | E | 7.7750000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			32.267949444675644	1	2	EUROPEAN_ESCROWED_DIVIDEND	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	G_G risk fixed expiry	0	Curve		G	68108c90-5160-11e9-ba50-ab25f5c0111b	c102c694-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | IBE FEB22 CALL 3.691 OTC - EPSILON | 11 FEB 22 | C | E | 3.6910000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			34.681371614197374	1	2	EUROPEAN_ESCROWED_DIVIDEND	efa07020-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	5_IBE_5_IBE risk fixed expiry	0	Curve		IBERDROLA	d6975e78-3b67-11e9-93b0-dcd608f6e958	c10e5dd8-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | IBE FEB25 CALL 3.691 OTC - EPSILON | 11 FEB 25 | C | E | 3.6910000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			28.149799432308743	1	2	EUROPEAN_ESCROWED_DIVIDEND	efa07020-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	5_IBE_5_IBE risk fixed expiry	0	Curve		IBERDROLA	d6975e78-3b67-11e9-93b0-dcd608f6e958	c10f0e9a-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | ENI FEB22 CALL 7.675 OTC - EPSILON | 11 FEB 22 | C | E | 7.6750000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			29.531477111853377	1	4	EUROPEAN_ESCROWED_DIVIDEND	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	ENI_ENI risk fixed expiry	0	Curve		ENI	e6a3c842-39d7-11e9-a900-eb52c95dd479	c11e6098-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | ENI FEB26 CALL 7.675 OTC - EPSILON | 11 FEB 26 | C | E | 7.6750000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			24.0363964676688	1	4	EUROPEAN_ESCROWED_DIVIDEND	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	ENI_ENI risk fixed expiry	0	Curve		ENI	e6a3c842-39d7-11e9-a900-eb52c95dd479	c11eb12e-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | BMW FEB23 CALL36.58 OTC - EPSILON | 13 FEB 23 | C | E | 36.5800000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			32.50617902073119	1	6	EUROPEAN_ESCROWED_DIVIDEND	efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	BMW_BMW risk fixed expiry	0	Curve		BMW	cf724388-39d7-11e9-a900-eb52c95dd479	c122c246-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | BYG FEB22 CALL 16.585 OTC - EPSILON | 11 FEB 22 | C | E | 16.5850000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			38.23576499402325	1	1	EUROPEAN_ESCROWED_DIVIDEND	6e499a3c-1f2b-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	BYG_BYG risk fixed expiry	0	Curve		BOUYGUES	d2edb182-39d7-11e9-a900-eb52c95dd479	c123c664-7710-11e9-9400-98972329be46	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Options | Call | F L12,15 Dec20 - OTC - CARIMONTE | 18 DEC 20 | C | E | 12.1500000000 | None | OTC Derivatives	None				EQSSVOLOTC	2020-08-28			35.75665194726986	1	2	EUROPEAN_ESCROWED_DIVIDEND	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	F_F risk fixed expiry	0	Curve		FCA	cd7b65b4-39d7-11e9-a900-eb52c95dd479	d8e88548-d7c0-11ea-ad00-165624ea06d9	0	0	None	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | SAINT-GOBAIN | XPAR | Euronext Optiq	XPAR	34.239999999999995			EQSSVOLOTC	2020-08-28		34.239999999999995		1	2	EQUITY		TRADING_DIV_256			Curve				ef9d0638-1f2a-11e9-a2d0-b3645e528b7a	0	0	XPAR	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | BMED | MTAA | BIT MTA	MTAA	6.4325			EQSSVOLOTC	2020-08-28		6.4325		1	2	EQUITY		TRADING_DIV_256			Curve				ef9fe1dc-1f2a-11e9-a2d0-b3645e528b7a	0	0	MTAA	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | SPM | MTAA | BIT MTA	MTAA	1.81075			EQSSVOLOTC	2020-08-28		1.81075		1	2	EQUITY	efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		SPM		efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a	0	0	MTAA	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | XETR | Xetra T7	XETR	8.245000000000001			EQSSVOLOTC	2020-08-28		8.245000000000001		1	2	EQUITY		TRADING_DIV_256			Curve				efa3973c-1f2a-11e9-a2d0-b3645e528b7a	0	0	XETR	N
2020-08-28	EUR	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | BPE | MTAA | BIT MTA	MTAA	2.3680000000000003			EQSSVOLOTC	2020-08-28		2.3680000000000003		1	2	EQUITY	efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		BPE		efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a	0	0	MTAA	N
2020-08-28	USD	TED-EQUITY-2 | USD | Equities | Options | Put | SPX Sep0 2980.0P | 18 SEP 20 | P | E | 2980.0000000000 | OPRA | Reuters Elektron	OPRA	6.050000000000001			TED-EQUITY-2	2020-08-28		6.050000000000001	31.000518224616535	1	2	EUROPEAN_ESCROWED_DIVIDEND		TRADING_DIV_256	S&P500_S&P500 risk fixed expiry	0	Curve			43a64e22-3b48-11e9-93b0-dcd608f6e958	05efade2-98c3-11ea-95f0-3d67ae71bb27	0	0	OPRA	N
2020-08-28	USD	TED-EQUITY-2 | USD | Equities | Options | Put | SPX Sep0 3130.0P | 18 SEP 20 | P | E | 3130.0000000000 | OPRA | Reuters Elektron	OPRA	10.3			TED-EQUITY-2	2020-08-28		10.3	26.310385516833477	1	2	EUROPEAN_ESCROWED_DIVIDEND		TRADING_DIV_256	S&P500_S&P500 risk fixed expiry	0	Curve			43a64e22-3b48-11e9-93b0-dcd608f6e958	05f01f7a-98c3-11ea-95f0-3d67ae71bb27	0	0	OPRA	N
2020-08-28	EUR	TED-EQUITY-2 | EUR | Equities | Options | Put | UCG0U8 | 18 SEP 20 | P | A | 8.0000000000 | XDMI | Borsa Italiana IDEM	XDMI	0.14825			TED-EQUITY-2	2020-08-28		0.14825	40.670383723324726	1	1	AMERICAN_ESCROWED_DIVIDEND	efa29670-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	UCG_UCG risk fixed expiry	0	Curve		UCG	db317d74-39d7-11e9-a900-eb52c95dd479	8838080e-ddc9-11e9-9eb0-e7766f5ef7bc	0	0	XDMI	N
2020-08-28	EUR	SCALPING | EUR | Equities | Options | Put | MUV2 202012 P 160 | 18 DEC 20 | P | A | 160.0000000000 | XEUR | Eurex NTA	XEUR	1.385			SCALPING	2020-08-28		1.385	41.013868040313156	1	2	AMERICAN_ESCROWED_DIVIDEND		TRADING_DIV_256	3_MUVGn_3_MUVGn risk fixed expiry	0	Curve			e91e80bc-3b71-11e9-93b0-dcd608f6e958	f94157d8-1f30-11e9-a2d0-b3645e528b7a	0	0	XEUR	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | MOTOROLA SOL EUR | XETR | Xetra T7	XETR	129.22			EQ-TLX	2020-08-28		129.22		1	2	EQUITY		TRADING_DIV_256			Curve				3417d68c-1f2e-11e9-a2d0-b3645e528b7a	0	0	XETR	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | NortonLifeLock Inc EUR | ETLX | EuroTLX Equities	ETLX	20.1			EQ-TLX	2020-08-28		20.1		1	2	EQUITY		TRADING_DIV_256			Curve				341a6a1e-1f2e-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | ADOBE EUR | XETR | Xetra T7	XETR	430.275			EQ-TLX	2020-08-28		430.275		1	2	EQUITY		TRADING_DIV_256			Contract				34432fa8-1f2e-11e9-a2d0-b3645e528b7a	0	0	XETR	Y
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | ACCOR | XPAR | Euronext Optiq	XPAR	26.405			EQ-TLX	2020-08-28		26.405		1	2	EQUITY		TRADING_DIV_256			Curve				6e458e92-1f2b-11e9-a2d0-b3645e528b7a	0	0	XPAR	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | MICHELIN | XPAR | Euronext Optiq	XPAR	95.77000000000001			EQ-TLX	2020-08-28		95.77000000000001		1	2	EQUITY	6e45d258-1f2b-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		MICHELIN		6e45d258-1f2b-11e9-a2d0-b3645e528b7a	0	0	XPAR	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | UNILEVER | ETLX | EuroTLX Equities	ETLX	49.07			EQ-TLX	2020-08-28		49.07		1	2	EQUITY	6e48a974-1f2b-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		UNILEVER		6e48a974-1f2b-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | ARCELORMITTAL | XAMS | Euronext Optiq	XAMS	10.451			EQ-TLX	2020-08-28		10.451		1	2	EQUITY	6e4c572c-1f2b-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Contract		ARCELORMITTAL		6e4c572c-1f2b-11e9-a2d0-b3645e528b7a	0	0	XAMS	Y
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | EXXON MOBIL EUR | ETLX | EuroTLX Equities	ETLX	33.825			EQ-TLX	2020-08-28		33.825		1	2	EQUITY		TRADING_DIV_256			Contract				e359ee26-1f2b-11e9-a2d0-b3645e528b7a	0	0	ETLX	Y
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | L'OREAL | XPAR | Euronext Optiq	XPAR	278.15			EQ-TLX	2020-08-28		278.15		1	2	EQUITY		TRADING_DIV_256			Curve				ef9beed8-1f2a-11e9-a2d0-b3645e528b7a	0	0	XPAR	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | SAP | ETLX | EuroTLX Equities	ETLX	140.13			EQ-TLX	2020-08-28		140.13		1	2	EQUITY	ef9db89e-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Contract		SAP		ef9db89e-1f2a-11e9-a2d0-b3645e528b7a	0	0	ETLX	Y
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | AGEAS | ETLX | EuroTLX Equities	ETLX	36.629999999999995			EQ-TLX	2020-08-28		36.629999999999995		1	2	EQUITY		TRADING_DIV_256			Curve				ef9dd8ce-1f2a-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | CREDIT AGRICOLE | XPAR | Euronext Optiq	XPAR	8.902000000000001			EQ-TLX	2020-08-28		8.902000000000001		1	2	EQUITY	ef9e60a0-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Contract		CREDIT AGRICOLE		ef9e60a0-1f2a-11e9-a2d0-b3645e528b7a	0	0	XPAR	Y
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | COMMERZBANK | ETLX | EuroTLX Equities	ETLX	4.9645			EQ-TLX	2020-08-28		4.9645		1	2	EQUITY		TRADING_DIV_256			Contract				ef9f537a-1f2a-11e9-a2d0-b3645e528b7a	0	0	ETLX	Y
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | SIEMENS | XETR | Xetra T7	XETR	118.31			EQ-TLX	2020-08-28		118.31		1	2	EQUITY	ef9f9150-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		SIEMENS		ef9f9150-1f2a-11e9-a2d0-b3645e528b7a	0	0	XETR	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | NOKIA | ETLX | EuroTLX Equities	ETLX	4.17			EQ-TLX	2020-08-28		4.17		1	2	EQUITY	ef9f98c6-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Contract		NOKIA		ef9f98c6-1f2a-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | PEUGEOT | ETLX | EuroTLX Equities	ETLX	14.6175			EQ-TLX	2020-08-28		14.6175		1	2	EQUITY	ef9fbbe4-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Contract		PEUGEOT		ef9fbbe4-1f2a-11e9-a2d0-b3645e528b7a	0	0	ETLX	Y
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | AMAZON EUR | XETR | Xetra T7	XETR	2869.75			EQ-TLX	2020-08-28		2869.75		1	2	EQUITY	5a6517a0-1f2e-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		AMAZON USD		ef9ff442-1f2a-11e9-a2d0-b3645e528b7a	0	0	XETR	N
2020-08-28	EUR	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | AHOLD | XAMS | Euronext Optiq	XAMS	25.665			EQ-TLX	2020-08-28		25.665		1	2	EQUITY	efa0a5f4-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		AHOLD		efa0a5f4-1f2a-11e9-a2d0-b3645e528b7a	0	0	XAMS	N
