Bof_20200828
CURRENCY	INSTRUMENT_FE	INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	MFAMILY	MGROUP	MTYPE	PL_KEY_FE	PORTFOLIOID	POSITIONID	POSPRICE	POSPRICE_BUY	POSPRICE_SELL	QUANTITY	QUANTITY_BUY	QUANTITY_LIVE	QUANTITY_SELL	REF_DATE	TYPOLOGY	INVESTED	POSITION_CASHFLOW_ID	MARKET_NAME	MIC_JOIN_MKT_ATTR
EUR	EXXON MOBIL EUR	EXXON MOBIL EUR	e359ee26-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | EXXON MOBIL EUR | ETLX | EuroTLX Equities	36.13948029891304			-1472	68		1540	2020-08-28		-53197.314999999995	EQ-TLX | EXXON MOBIL EUR	EuroTLX Equities	ETLX
EUR	APPLE EUR	APPLE EUR	ef9ef66e-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | APPLE EUR | ETLX | EuroTLX Equities	128.874788135593			236	903		667	2020-08-28		30414.449999999953	EQ-TLX | APPLE EUR	EuroTLX Equities	ETLX
GBP	GLAXOSMITHKLINE	GLAXOSMITHKLINE	5ac1d5d0-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XLON	STRATEGIC	STRATEGIC | GBP | Equities | Equities | Common/Ordinary shares | GLAXOSMITHKLINE | XLON | LSE Millennium	0			0	10000		10000	2020-08-28		-153.87999999997555	STRATEGIC | GLAXOSMITHKLINE	LSE Millennium	XLON
EUR	TOTAL	TOTAL	ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	STRATEGIC	STRATEGIC | EUR | Equities | Equities | Common/Ordinary shares | TOTAL | XPAR | Euronext Optiq	0			0	4040		4040	2020-08-28		1793.7800000000425	STRATEGIC | TOTAL	Euronext Optiq	XPAR
EUR	OPT_SX5E APR22 C CAP - 3727	OPT_SX5E APR22 C CAP - 3727 | 28 APR 22 | C | E | 4178.9298000000	bb7a3d0a-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STOCK_IDX_PR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E APR22 C CAP - 3727 | 28 APR 22 | C | E | 4178.9298000000 | XXXX | Internal	20.62468635980035			-1884.611196	241.72689599999998		2126.338092	2020-08-28		-38869.51482766822	VOL_STOCK_IDX_PR | OPT_SX5E APR22 C CAP - 3727 | 28 APR 22 | C | E | 4178.9298000000	Internal	XXXX
EUR	OPT_SX7E MAR23 CATM - 4033	OPT_SX7E MAR23 CATM - 4033 | 01 MAR 23 | C | E | 118.0100000000	bbb52258-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STOCK_IDX_PR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX7E MAR23 CATM - 4033 | 01 MAR 23 | C | E | 118.0100000000 | XXXX | Internal	0.5965737083278044			23006.52447	23006.52447		0	2020-08-28		13725.087618802276	VOL_STOCK_IDX_PR | OPT_SX7E MAR23 CATM - 4033 | 01 MAR 23 | C | E | 118.0100000000	Internal	XXXX
EUR	OPT_SX6E MAR23 P PROT - 4061	OPT_SX6E MAR23 P PROT - 4061 | 29 MAR 23 | P | E | 247.1995000000	bbc4404e-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Put	XXXX	VOL_STOCK_IDX_PR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX6E MAR23 P PROT - 4061 | 29 MAR 23 | P | E | 247.1995000000 | XXXX | Internal	21.402710728524635			17224.5501	19584.1828		2359.6327	2020-08-28		368652.06321928004	VOL_STOCK_IDX_PR | OPT_SX6E MAR23 P PROT - 4061 | 29 MAR 23 | P | E | 247.1995000000	Internal	XXXX
EUR	ALK	ALK	efa16d54-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQ1-CASH	EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | ALK | MTAA | BIT MTA	5.441127448699462			21491	114607		93116	2020-08-28		116935.27000000015	EQ1-CASH | ALK	BIT MTA	MTAA
EUR	BFF	BFF	ef9f8d7c-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQ1-CASH	EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | BFF | MTAA | BIT MTA	5.575714285714286			14000	14000		0	2020-08-28		78060	EQ1-CASH | BFF	BIT MTA	MTAA
EUR	MZB	MZB	ef9f5f78-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQ1-CASH	EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | MZB | MTAA | BIT MTA	3.366147357975629			4031	115171		111140	2020-08-28		13568.93999999976	EQ1-CASH | MZB	BIT MTA	MTAA
EUR	BBZA	BBZA	efa21844-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQ1-CASH	EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | BBZA | MTAA | BIT MTA	63.694626865671644			670	1037		367	2020-08-28		42675.4	EQ1-CASH | BBZA	BIT MTA	MTAA
EUR	DAIMLER	DAIMLER	efa14748-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | DAIMLER | ETLX | EuroTLX Equities	35.22380273660206			877	1512		635	2020-08-28		30891.275000000005	EQ-TLX | DAIMLER	EuroTLX Equities	ETLX
EUR	LUMENTUM HOLDNGS EUR	LUMENTUM HOLDNGS EUR	343c5994-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | LUMENTUM HOLDNGS EUR | ETLX | EuroTLX Equities	69.0525274725275			-455	130		585	2020-08-28		-31418.90000000001	EQ-TLX | LUMENTUM HOLDNGS EUR	EuroTLX Equities	ETLX
EUR	WALT DISNEY EUR	WALT DISNEY EUR	e359da9e-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | WALT DISNEY EUR | XETR | Xetra T7	21.14607142857143			28	260		232	2020-08-28		592.0900000000001	EQ-TLX | WALT DISNEY EUR	Xetra T7	XETR
EUR	ARCELORMITTAL	ARCELORMITTAL	6e4c572c-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XAMS	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | ARCELORMITTAL | XAMS | Euronext Optiq	7.461999999999998			400	500		100	2020-08-28		2984.7999999999993	EQ-TLX | ARCELORMITTAL	Euronext Optiq	XAMS
EUR	PHILIPS	PHILIPS	ef9de670-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XAMS	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | PHILIPS | XAMS | Euronext Optiq	50.803424657534244			-365	135		500	2020-08-28		-18543.25	EQ-TLX | PHILIPS	Euronext Optiq	XAMS
EUR	NOA3 202012 C 4	NOA3 202012 C 4 | 18 DEC 20 | C | A | 4.0000000000	f973cac4-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Call	XEUR	STRATEGIC	STRATEGIC | EUR | Equities | Options | Call | NOA3 202012 C 4 | 18 DEC 20 | C | A | 4.0000000000 | XEUR | Eurex NTA	0			0	500		500	2020-08-28		-4499.999999999999	STRATEGIC | NOA3 202012 C 4 | 18 DEC 20 | C | A | 4.0000000000	Eurex NTA	XEUR
USD	QUALCOMM INC USD	QUALCOMM INC USD	5a49b460-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNAS	STRATEGIC	STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | QUALCOMM INC USD | XNAS | Reuters Elektron	60.8			-3000	0		3000	2020-08-28		-182400	STRATEGIC | QUALCOMM INC USD	Reuters Elektron	XNAS
EUR	DIA	DIA	efa29e36-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	BASKETRADING	BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | DIA | MTAA | BIT MTA	117.88561749903215			2583	3821		1238	2020-08-28		304498.55000000005	BASKETRADING | DIA	BIT MTA	MTAA
EUR	MB	MB	ef9cb372-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	BASKETRADING	BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | MB | MTAA | BIT MTA	9.891038718215546			88408	133996		45588	2020-08-28		874446.9509999999	BASKETRADING | MB	BIT MTA	MTAA
EUR	ENEL	ENEL	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	BASKETRADING	BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | ENEL | MTAA | BIT MTA	7.053409488153147			655997	1275204		619207	2020-08-28		4627015.464	BASKETRADING | ENEL	BIT MTA	MTAA
EUR	BMED	BMED	ef9fe1dc-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	BASKETRADING	BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | BMED | MTAA | BIT MTA	4.024340496203905			29504	32211		2707	2020-08-28		118734.14200000002	BASKETRADING | BMED	BIT MTA	MTAA
EUR	CE	CE	efa2d054-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQ1-CASH	EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | CE | MTAA | BIT MTA	5.0394054054054065			27010	27010		0	2020-08-28		136114.34000000003	EQ1-CASH | CE	BIT MTA	MTAA
EUR	ENI	ENI	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	STRATEGIC	STRATEGIC | EUR | Equities | Equities | Common/Ordinary shares | ENI | MTAA | BIT MTA	0			0	286641		286641	2020-08-28		-5874.39000000013	STRATEGIC | ENI	BIT MTA	MTAA
EUR	FIB0I	FIB0I | SEP 20	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	Equities	Futures	Financial Futures	XDMI	STRATEGIC	STRATEGIC | EUR | Equities | Futures | Financial Futures | FIB0I | SEP 20 | XDMI | Borsa Italiana IDEM	0			0	48		48	2020-08-28		-1775	STRATEGIC | FIB0I | SEP 20	Borsa Italiana IDEM	XDMI
USD	THE KRFT HNZ CO USD	THE KRFT HNZ CO USD	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNAS	STRATEGIC	STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | THE KRFT HNZ CO USD | XNAS | Reuters Elektron	31.9585			10000	10000		0	2020-08-28		319585	STRATEGIC | THE KRFT HNZ CO USD	Reuters Elektron	XNAS
EUR	TITR	TITR	ef9e90de-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	STRATEGIC	STRATEGIC | EUR | Equities | Equities | Common/Ordinary shares | TITR | MTAA | BIT MTA	0			0	140000		140000	2020-08-28		1321.6031999999905	STRATEGIC | TITR	BIT MTA	MTAA
EUR	EXO	EXO	efa4911e-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	BASKETRADING	BASKETRADING | EUR | Equities | Equities | Common/Ordinary shares | EXO | MTAA | BIT MTA	68.12338692120902			11943	17702		5759	2020-08-28		813597.6099999993	BASKETRADING | EXO	BIT MTA	MTAA
EUR	VOWG	VOWG	e33f9742-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | VOWG | XETR | Xetra T7	156.65748971193415			-1215	2036		3251	2020-08-28		-190338.84999999998	EQ-TLX | VOWG	Xetra T7	XETR
EUR	DAIMLER	DAIMLER	efa14748-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | DAIMLER | XETR | Xetra T7	35.515381984036495			-877	785		1662	2020-08-28		-31146.990000000005	EQ-TLX | DAIMLER	Xetra T7	XETR
USD	GENERAL MOTORS USD	GENERAL MOTORS USD	5afb7eca-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNYS	STRATEGIC	STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | GENERAL MOTORS USD | XNYS | Reuters Elektron	0			0	10000		10000	2020-08-28		-2332	STRATEGIC | GENERAL MOTORS USD	Reuters Elektron	XNYS
USD	PFE Jan1 40.0 C	PFE Jan1 40.0 C | 15 JAN 21 | C | A | 40.0000000000	bfda5a0c-04a0-11ea-8e80-f43f3f9988f1	Equities	Options	Call	OPRA	STRATEGIC	STRATEGIC | USD | Equities | Options | Call | PFE Jan1 40.0 C | 15 JAN 21 | C | A | 40.0000000000 | OPRA | Reuters Elektron	0			0	270		270	2020-08-28		-25078	STRATEGIC | PFE Jan1 40.0 C | 15 JAN 21 | C | A | 40.0000000000	Reuters Elektron	OPRA
EUR	TOD	TOD	ef9c592c-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	STRATEGIC	STRATEGIC | EUR | Equities | Equities | Common/Ordinary shares | TOD | MTAA | BIT MTA	0			0	14000		14000	2020-08-28		20604.100000000093	STRATEGIC | TOD	BIT MTA	MTAA
USD	RIOT BLOCKCHAIN	RIOT BLOCKCHAIN	2581aa80-514c-11e9-b8d0-ec23cf8de3db	Equities	Equities	Common/Ordinary shares	XNAS	SPMIB	SPMIB | USD | Equities | Equities | Common/Ordinary shares | RIOT BLOCKCHAIN | XNAS | Reuters Elektron	0.15435294117647058			17000	67000		50000	2020-08-28		2624	SPMIB | RIOT BLOCKCHAIN	Reuters Elektron	XNAS
EUR	EPC ENI SEP25 IPB	EPC ENI SEP25 IPB	f7a040fe-e8c2-11e9-be00-99ca1348f039	Equities	Miscellaneous	Combined Instruments	SEDX	VOL_STOCK_SS_SEC	VOL_STOCK_SS_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC ENI SEP25 IPB | SEDX | BIT SEDEX	0			0	118		118	2020-08-28		-1272.2896629839734	VOL_STOCK_SS_SEC | EPC ENI SEP25 IPB	BIT SEDEX	SEDX
EUR	FSTA 202009	FSTA 202009 | SEP 20	4999d45e-254c-11ea-af50-2dba816f6810	Equities	Futures	Financial Futures	XEUR	SYST_VOL	SYST_VOL | EUR | Equities | Futures | Financial Futures | FSTA 202009 | SEP 20 | XEUR | Eurex NTA	0			0	94		94	2020-08-28		-112675	SYST_VOL | FSTA 202009 | SEP 20	Eurex NTA	XEUR
USD	ROSS STORES	ROSS STORES	5adc6576-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNAS	ALPHA_SHORT	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | ROSS STORES | XNAS | Reuters Elektron	0			0	14400		14400	2020-08-28		-452956	ALPHA_SHORT | ROSS STORES	Reuters Elektron	XNAS
USD	BOEING USD	BOEING USD	5b03de30-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNYS	ALPHA_SHORT	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | BOEING USD | XNYS | Reuters Elektron	0			0	4500		4500	2020-08-28		-610033.0499999999	ALPHA_SHORT | BOEING USD	Reuters Elektron	XNYS
USD	ROCKWELL AUTOMAT	ROCKWELL AUTOMAT	5a5cd2ac-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNYS	ALPHA_SHORT	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | ROCKWELL AUTOMAT | XNYS | Reuters Elektron	199.15506666666667			-3000	0		3000	2020-08-28		-597465.2	ALPHA_SHORT | ROCKWELL AUTOMAT	Reuters Elektron	XNYS
EUR	ACCOR	ACCOR	6e458e92-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	ALPHA_SHORT	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | ACCOR | XPAR | Euronext Optiq	0			0	23800		23800	2020-08-28		-110119.43999999994	ALPHA_SHORT | ACCOR	Euronext Optiq	XPAR
EUR	SANOFI	SANOFI	efa3e2d2-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | SANOFI | XPAR | Euronext Optiq	86.62169642857143			336	652		316	2020-08-28		29104.89	EQ-TLX | SANOFI	Euronext Optiq	XPAR
EUR	THYSSENKRUPP	THYSSENKRUPP	efa1f576-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | THYSSENKRUPP | ETLX | EuroTLX Equities	6.0062095332671275			-10070	16850		26920	2020-08-28		-60482.52999999997	EQ-TLX | THYSSENKRUPP	EuroTLX Equities	ETLX
EUR	DEUTSCHE BANK	DEUTSCHE BANK	efa3973c-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | XETR | Xetra T7	8.55714235705951			-3428	2687		6115	2020-08-28		-29333.884000000002	EQ-TLX | DEUTSCHE BANK	Xetra T7	XETR
EUR	FIN Delisted	FIN Delisted	89954d40-20bb-11e9-ae50-47deb3124dc8	Equities	Equities	Common/Ordinary shares	MTAA	STRATEGIC	STRATEGIC | EUR | Equities | Equities | Common/Ordinary shares | FIN Delisted | MTAA | BIT MTA	0.000009999999999999947			933	933		0	2020-08-28		0.00932999999999995	STRATEGIC | FIN Delisted	BIT MTA	MTAA
EUR	SIGNIFY NV	SIGNIFY NV	6e4bb768-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XAMS	RISK_ARB	RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | SIGNIFY NV | XAMS | Euronext Optiq	0			0	2750		2750	2020-08-28		-8678.999999999985	RISK_ARB | SIGNIFY NV	Euronext Optiq	XAMS
GBP	POLYMETAL INT	POLYMETAL INT	5a37b51c-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XLON	RISK_ARB	RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | POLYMETAL INT | XLON | LSE Millennium	0			0	2650		2650	2020-08-28		-3760.0850000000137	RISK_ARB | POLYMETAL INT	LSE Millennium	XLON
EUR	TIT	TIT	ef9e0240-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	SYST_VOL	SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | TIT | MTAA | BIT MTA	0			0	455000		455000	2020-08-28		8269.601500000019	SYST_VOL | TIT	BIT MTA	MTAA
USD	ALIBABA GRP ADR	ALIBABA GRP ADR	5abab1f6-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNYS	SYST_VOL	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | ALIBABA GRP ADR | XNYS | Reuters Elektron	0			0	200		200	2020-08-28		2184	SYST_VOL | ALIBABA GRP ADR	Reuters Elektron	XNYS
EUR	HERMES INTL	HERMES INTL	6e4390d8-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	ALPHA_SHORT	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | HERMES INTL | XPAR | Euronext Optiq	0			0	500		500	2020-08-28		-6972.399999999965	ALPHA_SHORT | HERMES INTL	Euronext Optiq	XPAR
EUR	RANDSTAD NV	RANDSTAD NV	6e48a186-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XAMS	ALPHA_SHORT	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | RANDSTAD NV | XAMS | Euronext Optiq	0			0	10000		10000	2020-08-28		-97448.34000000008	ALPHA_SHORT | RANDSTAD NV	Euronext Optiq	XAMS
EUR	ALPHABET INC A EUR	ALPHABET INC A EUR	ef9e2b62-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAH	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ALPHABET INC A EUR | MTAH | BIT MTA	1085.615053763442			651	1310		659	2020-08-28		706735.4000000007	MTAINT | ALPHABET INC A EUR	BIT MTA	MTAH
EUR	MICHELIN	MICHELIN	6e45d258-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | MICHELIN | XPAR | Euronext Optiq	0			0	200		200	2020-08-28		-672.9999999999964	EQ-TLX | MICHELIN	Euronext Optiq	XPAR
EUR	VIVENDI	VIVENDI	ef9e4912-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | VIVENDI | XPAR | Euronext Optiq	20.25			-50	0		50	2020-08-28		-1012.5	EQ-TLX | VIVENDI	Euronext Optiq	XPAR
EUR	SAP	SAP	ef9db89e-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | SAP | ETLX | EuroTLX Equities	139.07201492537314			268	339		71	2020-08-28		37271.3	EQ-TLX | SAP	EuroTLX Equities	ETLX
EUR	OPT_STXE OCT21 CATM - 3587	OPT_STXE OCT21 CATM - 3587 | 26 OCT 21 | C | E | 3418.2300000000	bb48450c-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STOCK_IDX_PR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_STXE OCT21 CATM - 3587 | 26 OCT 21 | C | E | 3418.2300000000 | XXXX | Internal	137.68130234115878			10207.912257	10882.8228		674.9105429999998	2020-08-28		1405438.6537280376	VOL_STOCK_IDX_PR | OPT_STXE OCT21 CATM - 3587 | 26 OCT 21 | C | E | 3418.2300000000	Internal	XXXX
EUR	OPT_EP CED FTMIB JAN25 PATM - 4842	OPT_EP CED FTMIB JAN25 PATM - 4842 | 29 JAN 25 | P | E | 19771.5500000000	bc434718-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Put	XXXX	VOL_STOCK_IDX_PR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_EP CED FTMIB JAN25 PATM - 4842 | 29 JAN 25 | P | E | 19771.5500000000 | XXXX | Internal	5278.765840667403			-276.66166	25.339578000000007		302.001238	2020-08-28		-1460432.1202303392	VOL_STOCK_IDX_PR | OPT_EP CED FTMIB JAN25 PATM - 4842 | 29 JAN 25 | P | E | 19771.5500000000	Internal	XXXX
EUR	OPT_EPC SX6P JUL25 CCAP - 5114	OPT_EPC SX6P JUL25 CCAP - 5114 | 29 JUL 25 | C | E | 471.4240000000	bc7ce1d0-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STOCK_IDX_PR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EPC SX6P JUL25 CCAP - 5114 | 29 JUL 25 | C | E | 471.4240000000 | XXXX | Internal	7.721058529786809			-135110.095549	14665.352416		149775.447965	2020-08-28		-1043192.9556989173	VOL_STOCK_IDX_PR | OPT_EPC SX6P JUL25 CCAP - 5114 | 29 JUL 25 | C | E | 471.4240000000	Internal	XXXX
EUR	FAR	FAR	0382786e-b1c4-11e9-ab80-a9e20806263c	Equities	Equities	Common/Ordinary shares	XAIM	SYST_VOL	SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | FAR | XAIM | BIT MTA	0			0	16827		16827	2020-08-28		-1026.4749759999977	SYST_VOL | FAR	BIT MTA	XAIM
USD	DOYU	DOYU	08739041-9f76-11ea-c856-43418abbdc97	Equities	Equities	Common/Ordinary shares	XNAS	SYST_VOL	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | DOYU | XNAS | Reuters Elektron	0			0	11100		11100	2020-08-28		-3717.479999999996	SYST_VOL | DOYU	Reuters Elektron	XNAS
EUR	VIVENDI	VIVENDI	ef9e4912-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAH	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | VIVENDI | MTAH | BIT MTA	25.35531956884773			6587	14016		7429	2020-08-28		167015.49	MTAINT | VIVENDI	BIT MTA	MTAH
EUR	DEUTSCHE BOERSE	DEUTSCHE BOERSE	efa3fb5a-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAH	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BOERSE | MTAH | BIT MTA	100.19613999999999			-500	853		1353	2020-08-28		-50098.06999999999	MTAINT | DEUTSCHE BOERSE	BIT MTA	MTAH
EUR	SOC.GENERAL	SOC.GENERAL	efa29a76-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq	17.960497910447764			-3350	180		3530	2020-08-28		-60167.668000000005	EQ-TLX | SOC.GENERAL	Euronext Optiq	XPAR
EUR	JOHNSON JOHNSON EUR	JOHNSON JOHNSON EUR	e35a4bf0-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | JOHNSON JOHNSON EUR | XETR | Xetra T7	112.45884615384617			-52	100		152	2020-08-28		-5847.860000000001	EQ-TLX | JOHNSON JOHNSON EUR	Xetra T7	XETR
EUR	ARCONIC EUR	ARCONIC EUR	3416d372-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | ARCONIC EUR | ETLX | EuroTLX Equities	14.2			33	33		0	2020-08-28		468.6	EQ-TLX | ARCONIC EUR	EuroTLX Equities	ETLX
EUR	TOTAL	TOTAL	ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	ETLX	EQ-TLX	EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | TOTAL | ETLX | EuroTLX Equities	35.37925			400	440		40	2020-08-28		14151.7	EQ-TLX | TOTAL	EuroTLX Equities	ETLX
EUR	OESX 202112 P 3300	OESX 202112 P 3300 | 17 DEC 21 | P | E | 3300.0000000000	f448de9a-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Put	XEUR	AA	AA | EUR | Equities | Options | Put | OESX 202112 P 3300 | 17 DEC 21 | P | E | 3300.0000000000 | XEUR | Eurex NTA	237.84513414904308			1000	1000		0	2020-08-28		2378451.3414904308	AA | OESX 202112 P 3300 | 17 DEC 21 | P | E | 3300.0000000000	Eurex NTA	XEUR
